diff_n_comp,res,z
5,0.8827025637481993,['11325']
4,0.6210366314085395,['11330']
4,0.8973176989743785,['11331']
4,0.8887085140279507,['11332']
4,0.9205057841414017,['11333']
3,0.917858761377432,['11334']
4,0.9193283595358227,['11335']
5,0.5537823585255155,['11340']
5,0.8949471590858361,['11341']
5,0.8783115087009266,['11342']
5,0.9221034606396451,['11343']
4,0.9148294330007245,['11344']
5,0.9229967044399531,['11345']
5,0.6634696750128662,['11350']
5,0.8819718182930779,['11351']
5,0.8800369108277222,['11352']
5,0.9078789992054712,['11353']
4,0.9079542576954343,['11354']
5,0.9023192807481016,['11355']
5,0.20563209725995302,['11400']
5,0.23278227694326645,['11401']
5,0.21596546670224154,['11402']
5,0.23921319563498075,['11403']
4,0.23004355190322115,['11404']
5,0.2651515120106214,['11405']
5,0.47318029064074707,['11410']
5,0.8323185530577316,['11411']
5,0.8096645394245637,['11412']
5,0.8888446746697027,['11413']
4,0.8781989893303824,['11414']
5,0.8895593632484247,['11415']
5,0.37324358980699457,['11420']
5,0.8059503433793694,['11421']
5,0.7614551103692391,['11422']
5,0.8795372261277955,['11423']
4,0.8587625668384271,['11424']
5,0.8876143541493232,['11425']
4,0.598966080977105,['11430']
4,0.9080501449821604,['11431']
4,0.8975168735495747,['11432']
4,0.933219926417622,['11433']
3,0.9284759115402842,['11434']
4,0.9333811435651128,['11435']
5,0.5089471616851927,['11440']
5,0.8978963971607888,['11441']
5,0.8745882633147348,['11442']
5,0.9297506555484686,['11443']
4,0.9220875062429232,['11444']
5,0.9327186708471791,['11445']
5,0.6963692229865014,['11450']
5,0.9004549656464049,['11451']
5,0.9002490745237783,['11452']
5,0.9265392337325384,['11453']
4,0.9260178696251887,['11454']
5,0.9199082203429421,['11455']
4,0.2384227705853408,['11500']
4,0.26964382366717415,['11501']
4,0.2547288145039261,['11502']
4,0.26936893349545415,['11503']
3,0.2604059977650648,['11504']
4,0.27968805811532366,['11505']
4,0.4359874098183668,['11510']
4,0.7574475107859788,['11511']
4,0.7399145670201334,['11512']
4,0.8147141274882538,['11513']
3,0.809428063160646,['11514']
4,0.808004560198897,['11515']
4,0.3946472608359012,['11520']
4,0.7682519825157529,['11521']
4,0.7385778721556442,['11522']
4,0.8295420159356227,['11523']
3,0.815650661406591,['11524']
4,0.8317558604328431,['11525']
3,0.5575032070993454,['11530']
3,0.8432039119713894,['11531']
3,0.8371928099523533,['11532']
3,0.8723842268881199,['11533']
2,0.8683123134762875,['11534']
3,0.867880015841326,['11535']
4,0.5169664648635486,['11540']
4,0.8502177465784417,['11541']
4,0.8342713960258591,['11542']
4,0.8772430613422162,['11543']
3,0.8706052772464316,['11544']
4,0.8774024311112433,['11545']
4,0.5506727568566941,['11550']
4,0.8122415772839143,['11551']
4,0.8102419357680363,['11552']
4,0.8504912932315601,['11553']
3,0.8489343453139674,['11554']
4,0.8392584368852469,['11555']
5,0.015030224668349789,['12000']
5,0.015659056703608027,['12001']
5,0.010208521216384093,['12002']
5,0.014844564907241512,['12003']
4,0.01156567807270095,['12004']
5,0.01359292394100343,['12005']
5,0.021454208694557907,['12010']
5,0.042576253217200016,['12011']
5,0.04053874128228378,['12012']
5,0.045836351128217004,['12013']
4,0.05227385782616451,['12014']
5,0.05212381836531781,['12015']
5,0.018202067762740203,['12020']
5,0.043575712797723765,['12021']
5,0.046674196477874505,['12022']
5,0.04316656731924843,['12023']
4,0.039421508905309155,['12024']
5,0.04634141247467968,['12025']
4,0.028928799886755806,['12030']
4,0.04398938012528633,['12031']
4,0.05293812835186374,['12032']
4,0.051560129518427616,['12033']
3,0.0399259922648065,['12034']
4,0.049594504600172826,['12035']
5,0.03156183930536082,['12040']
5,0.050096235840391926,['12041']
5,0.049228131551729955,['12042']
5,0.05124161074897188,['12043']
4,0.04547202990029521,['12044']
5,0.0557201355970512,['12045']
5,0.033939963641759746,['12050']
5,0.05375516257577418,['12051']
5,0.03795228987708812,['12052']
5,0.04571139408960319,['12053']
4,0.058529766433189495,['12054']
5,0.04112816953188963,['12055']
5,0.09755752623067838,['12100']
5,0.12211247928425575,['12101']
5,0.13152749491310067,['12102']
5,0.1359807146510314,['12103']
4,0.12318038484024896,['12104']
5,0.14437910720569203,['12105']
5,0.24825272646303626,['12110']
5,0.6131225986648933,['12111']
5,0.5819327591935027,['12112']
5,0.7114461660662771,['12113']
4,0.6948623794108919,['12114']
5,0.7019998778417942,['12115']
5,0.1942159550585103,['12120']
5,0.5883427531072052,['12121']
5,0.5304109380974367,['12122']
5,0.7002065651986261,['12123']
4,0.6671399854030476,['12124']
5,0.7124025000409788,['12125']
4,0.36370670551691464,['12130']
4,0.7494931299427001,['12131']
4,0.7274719470837174,['12132']
4,0.8003776408854489,['12133']
3,0.7927790436932004,['12134']
4,0.7970306475634282,['12135']
5,0.29405924674058814,['12140']
5,0.737162756135145,['12141']
5,0.7016567066236963,['12142']
5,0.7999388971660252,['12143']
4,0.7835235922162999,['12144']
5,0.8019737318860841,['12145']
5,0.41045819187211113,['12150']
5,0.722768742101685,['12151']
5,0.7189851154675706,['12152']
5,0.777814335987106,['12153']
4,0.7757518789576853,['12154']
5,0.7634233664168977,['12155']
5,0.07566508726113362,['12200']
5,0.10687369323690533,['12201']
5,0.10067159986462727,['12202']
5,0.10535969274517515,['12203']
4,0.1096003473909752,['12204']
5,0.11335504903447446,['12205']
5,0.2136265735090215,['12210']
5,0.5949995749375736,['12211']
5,0.5477891144773206,['12212']
5,0.7076941778571634,['12213']
4,0.6804793907091427,['12214']
5,0.6990855123689864,['12215']
5,0.16296923517744774,['12220']
5,0.5418489118122883,['12221']
5,0.47923098331827024,['12222']
5,0.678256765027294,['12223']
4,0.6326867335047919,['12224']
5,0.7014509741456887,['12225']
4,0.3142390107628275,['12230']
4,0.7487822466291835,['12231']
4,0.7190877092883498,['12232']
4,0.812231027381865,['12233']
3,0.7996838510093983,['12234']
4,0.8122707230042095,['12235']
5,0.23595341389214788,['12240']
5,0.7172182840156837,['12241']
5,0.6686405861743908,['12242']
5,0.8010513318180458,['12243']
4,0.7796192615977581,['12244']
5,0.8115943458669876,['12245']
5,0.4104073010125589,['12250']
5,0.7421551561558536,['12251']
5,0.7372149917592642,['12252']
5,0.7983163969333166,['12253']
4,0.7955263724829311,['12254']
5,0.783842095305535,['12255']
5,0.21706133053580492,['12300']
5,0.2453470115200909,['12301']
5,0.24487358524721717,['12302']
5,0.26338965178243995,['12303']
4,0.24446942941689173,['12304']
5,0.2750209438343487,['12305']
5,0.472857031037373,['12310']
5,0.8189138956397642,['12311']
5,0.7949789740323818,['12312']
5,0.8725953203242841,['12313']
4,0.864740397089963,['12314']
5,0.8705358501910905,['12315']
5,0.38600480022298855,['12320']
5,0.8006171814719915,['12321']
5,0.7612060176920754,['12322']
5,0.8708372167506564,['12323']
4,0.8523791743765876,['12324']
5,0.8758386383924776,['12325']
4,0.601560576326467,['12330']
4,0.8939844880635023,['12331']
4,0.8833893798942525,['12332']
4,0.9186725780803507,['12333']
3,0.9157096941625726,['12334']
4,0.9170027066942129,['12335']
5,0.5160425161556289,['12340']
5,0.8882385733038722,['12341']
5,0.868719921422193,['12342']
5,0.9179889561931457,['12343']
4,0.910456431231829,['12344']
5,0.9211818917964838,['12345']
5,0.6617872398157247,['12350']
5,0.8808726540313674,['12351']
5,0.8784313787804463,['12352']
5,0.9066582523106648,['12353']
4,0.9063023532410511,['12354']
5,0.9012476533744238,['12355']
5,0.17002963709361496,['12400']
5,0.19767642282920372,['12401']
5,0.20655509134973282,['12402']
5,0.20365166082564368,['12403']
4,0.19774309386829725,['12404']
5,0.2251037235528048,['12405']
5,0.41906151997855057,['12410']
5,0.8055803142978957,['12411']
5,0.7744172218596143,['12412']
5,0.8700526050699241,['12413']
4,0.8579752501470255,['12414']
5,0.8710881025838246,['12415']
5,0.33112493881856847,['12420']
5,0.7688849228887363,['12421']
5,0.7125212647200606,['12422']
5,0.8565474904487126,['12423']
4,0.8301218418992037,['12424']
5,0.8684203366299851,['12425']
4,0.543868988716431,['12430']
4,0.8942984649408203,['12431']
4,0.878753347687782,['12432']
4,0.9248475429485188,['12433']
3,0.9187555734194607,['12434']
4,0.9237960289263784,['12435']
5,0.4471977260682122,['12440']
5,0.8789702149123672,['12441']
5,0.8524433109389604,['12442']
5,0.9184462963941878,['12443']
4,0.9080032389305348,['12444']
5,0.9243659379560986,['12445']
5,0.6609587485728627,['12450']
5,0.8898485703516916,['12451']
5,0.8861965236314326,['12452']
5,0.9162890023606718,['12453']
4,0.9171973839467267,['12454']
5,0.9108820697725865,['12455']
4,0.24757644924309744,['12500']
4,0.278948461811403,['12501']
4,0.2648729059775972,['12502']
4,0.28175351672492266,['12503']
3,0.2760228705457417,['12504']
4,0.29354564986287596,['12505']
4,0.4479072326134429,['12510']
4,0.769541700935265,['12511']
4,0.7523856309065986,['12512']
4,0.8281084190507303,['12513']
3,0.8205364240387503,['12514']
4,0.8195668766061988,['12515']
4,0.4099894171514638,['12520']
4,0.7776237300262884,['12521']
4,0.7490386988849341,['12522']
4,0.8383066831002192,['12523']
3,0.8255667987674762,['12524']
4,0.8403534460047986,['12525']
3,0.5721003922076551,['12530']
3,0.8519805627472208,['12531']
3,0.8447755020270726,['12532']
3,0.8783691491953668,['12533']
2,0.8763879004143682,['12534']
3,0.8754160192812012,['12535']
4,0.5363655093948841,['12540']
4,0.8566315660028736,['12541']
4,0.843826994619875,['12542']
4,0.8840901434363304,['12543']
3,0.8785610413372711,['12544']
4,0.8837930475727235,['12545']
4,0.5669444040000904,['12550']
4,0.8215986325139736,['12551']
4,0.8201778398673314,['12552']
4,0.8576575229043667,['12553']
3,0.8566135532630406,['12554']
4,0.8480945985260666,['12555']
4,0.019138522168364685,['13000']
4,0.017909361818274825,['13001']
4,0.021722190071302827,['13002']
4,0.02142586812136712,['13003']
3,0.01853407620979192,['13004']
4,0.020495443461398994,['13005']
4,0.020037192243646893,['13010']
4,0.0396569657486264,['13011']
4,0.043306305502918994,['13012']
4,0.04489127907190008,['13013']
3,0.050721542966136124,['13014']
4,0.05977956544415018,['13015']
4,0.022762824566812754,['13020']
4,0.06467804636049002,['13021']
4,0.05840120122003949,['13022']
4,0.06365635275364476,['13023']
3,0.05604498115589063,['13024']
4,0.06278162556307235,['13025']
3,0.04273778320384953,['13030']
3,0.054645425547834074,['13031']
3,0.052054394308944166,['13032']
3,0.06878684888934135,['13033']
2,0.07620244437635003,['13034']
3,0.06804101938525779,['13035']
4,0.03443717647630646,['13040']
4,0.058115081288620536,['13041']
4,0.06444623851380786,['13042']
4,0.07400784853888256,['13043']
3,0.0715625020403272,['13044']
4,0.0663411225599637,['13045']
4,0.032352643253408586,['13050']
4,0.06341683669159356,['13051']
4,0.060151501351456735,['13052']
4,0.07342672167915257,['13053']
3,0.058943910716439236,['13054']
4,0.07981676511935486,['13055']
4,0.19565914607063428,['13100']
4,0.2179154120670992,['13101']
4,0.21393074184295227,['13102']
4,0.2265700619356486,['13103']
3,0.2231697852817147,['13104']
4,0.2432459494968963,['13105']
4,0.4057312541914655,['13110']
4,0.7681701871888943,['13111']
4,0.7460302115088381,['13112']
4,0.8331600297956286,['13113']
3,0.823679459914207,['13114']
4,0.8280046621903725,['13115']
4,0.3456642508105948,['13120']
4,0.7591163193907593,['13121']
4,0.7178576757070861,['13122']
4,0.8342544603462725,['13123']
3,0.8144008212602475,['13124']
4,0.839527081716177,['13125']
3,0.5441387909741147,['13130']
3,0.858983669411531,['13131']
3,0.8475320843146084,['13132']
3,0.8897123769099079,['13133']
2,0.8848721057956304,['13134']
3,0.8874020104840923,['13135']
4,0.47439063295197165,['13140']
4,0.8565939742505293,['13141']
4,0.835735181919364,['13142']
4,0.8907058127929988,['13143']
3,0.8828151670795691,['13144']
4,0.8924903334242503,['13145']
4,0.5816846497973447,['13150']
4,0.8378759737976715,['13151']
4,0.8362499294609403,['13152']
4,0.8723188811739675,['13153']
3,0.8730760753816528,['13154']
4,0.8646719159682951,['13155']
4,0.1638835612796874,['13200']
4,0.20599980632674356,['13201']
4,0.18899921962432975,['13202']
4,0.20139441666328464,['13203']
3,0.19532295298768956,['13204']
4,0.2205734921888,['13205']
4,0.4082336441443438,['13210']
4,0.7866862161208306,['13211']
4,0.7575029895180078,['13212']
4,0.8550583541586072,['13213']
3,0.8430508921189586,['13214']
4,0.8542042832328323,['13215']
4,0.32262567870677905,['13220']
4,0.7558154344443737,['13221']
4,0.7017103035751417,['13222']
4,0.8425544914223114,['13223']
3,0.8176946119416264,['13224']
4,0.8546640873462934,['13225']
3,0.5278982460796597,['13230']
3,0.8804715559750025,['13231']
3,0.864768873449447,['13232']
3,0.912557536876851,['13233']
2,0.9063854304766672,['13234']
3,0.9112383871826283,['13235']
4,0.4439559706486949,['13240']
4,0.8666644459553227,['13241']
4,0.8415603004887393,['13242']
4,0.9079128568557624,['13243']
3,0.8967055755021972,['13244']
4,0.9113570295677944,['13245']
4,0.6325449265209563,['13250']
4,0.8712779534837166,['13251']
4,0.8679366110187027,['13252']
4,0.9019487424937767,['13253']
3,0.9014041956173551,['13254']
4,0.8943587243448101,['13255']
4,0.38597583581260586,['13300']
4,0.42417300479855996,['13301']
4,0.4120453945223587,['13302']
4,0.44065151991617335,['13303']
3,0.4194790422946684,['13304']
4,0.4485739630758021,['13305']
4,0.6586414746392262,['13310']
4,0.9036009718558798,['13311']
4,0.8925439368401045,['13312']
4,0.9332583443827632,['13313']
3,0.9298776040701059,['13314']
4,0.931992092660287,['13315']
4,0.5903465606818912,['13320']
4,0.8989687425986164,['13321']
4,0.8772596693769253,['13322']
4,0.9343167652235106,['13323']
3,0.926168549785157,['13324']
4,0.937182687551528,['13325']
3,0.7657398960560607,['13330']
3,0.9453047343258117,['13331']
3,0.940686782955893,['13332']
3,0.9578103085757855,['13333']
2,0.9555961628993029,['13334']
3,0.9568087120821718,['13335']
4,0.7112801879946058,['13340']
4,0.9439356138549622,['13341']
4,0.934997951427441,['13342']
4,0.9583779245823023,['13343']
3,0.9554142949936434,['13344']
4,0.9590588023218864,['13345']
4,0.7935253260519,['13350']
4,0.9354343594959651,['13351']
4,0.9351434740871013,['13352']
4,0.9515327606499415,['13353']
3,0.9506400784449672,['13354']
4,0.9470704856818336,['13355']
4,0.3373144931345203,['13400']
4,0.37967090433605677,['13401']
4,0.3703153657455203,['13402']
4,0.38622039124972674,['13403']
3,0.3766709692205826,['13404']
4,0.4082162519576865,['13405']
4,0.6477647402291069,['13410']
4,0.9125663727682795,['13411']
4,0.8972387680250686,['13412']
4,0.9429148311619311,['13413']
3,0.9371190180777556,['13414']
4,0.9421949107042471,['13415']
4,0.551267024043061,['13420']
4,0.8964197687021431,['13421']
4,0.8715724310699853,['13422']
4,0.9381840672760555,['13423']
3,0.9271508110908957,['13424']
4,0.9431868002729556,['13425']
3,0.7577449078247803,['13430']
3,0.9534134816428103,['13431']
3,0.9473614905483393,['13432']
3,0.9661557703031296,['13433']
2,0.964257479373174,['13434']
3,0.9666884675892194,['13435']
4,0.680083827302388,['13440']
4,0.9485482814298379,['13441']
4,0.9365567302214736,['13442']
4,0.9646396143953196,['13443']
3,0.9608217832615658,['13444']
4,0.9666005471384312,['13445']
4,0.8248878707660791,['13450']
4,0.9499409151778093,['13451']
4,0.9488662030394033,['13452']
4,0.9629084110875888,['13453']
3,0.9621662443764856,['13454']
4,0.9593465241203106,['13455']
3,0.3617817836106873,['13500']
3,0.39099774059433645,['13501']
3,0.37751548428831505,['13502']
3,0.40737050084116994,['13503']
2,0.391162902860558,['13504']
3,0.4220881061931906,['13505']
3,0.5877583873360958,['13510']
3,0.8545629020956171,['13511']
3,0.8433531069140227,['13512']
3,0.8937448276458535,['13513']
2,0.8899379384217266,['13514']
3,0.8889681827877428,['13515']
3,0.5381754886653312,['13520']
3,0.8611281029881743,['13521']
3,0.8396695788010131,['13522']
3,0.9014290218495685,['13523']
2,0.8933145172554875,['13524']
3,0.9025649131432854,['13525']
2,0.7016694893349233,['13530']
2,0.9107874183675431,['13531']
2,0.9053916743867568,['13532']
2,0.9275865783855038,['13533']
1,0.9254796626179667,['13534']
2,0.9256733435178474,['13535']
3,0.6658142055970065,['13540']
3,0.9139284294224844,['13541']
3,0.9048550346490349,['13542']
3,0.9309383666674916,['13543']
2,0.9273469261169469,['13544']
3,0.9312394268000351,['13545']
3,0.6928257682058768,['13550']
3,0.8909938990303549,['13551']
3,0.8892976168792045,['13552']
3,0.913971618002525,['13553']
2,0.9139855930289157,['13554']
3,0.9082509192627493,['13555']
5,0.02015855368670613,['14000']
5,0.01856269576275104,['14001']
5,0.019796301415373058,['14002']
5,0.02858974776763464,['14003']
4,0.02223321842542304,['14004']
5,0.02072117257400651,['14005']
5,0.03624170137157041,['14010']
5,0.050515347555343953,['14011']
5,0.04345067095661136,['14012']
5,0.05541473539314131,['14013']
4,0.05197391251961585,['14014']
5,0.05461569654182645,['14015']
5,0.023539546502414126,['14020']
5,0.047250364792699416,['14021']
5,0.03781430105873896,['14022']
5,0.06064935178785473,['14023']
4,0.06002767556233407,['14024']
5,0.051793845313714594,['14025']
4,0.03800863543986346,['14030']
4,0.0661910685006311,['14031']
4,0.06999464715997951,['14032']
4,0.07326474184492096,['14033']
3,0.06284301443374618,['14034']
4,0.06423511184525262,['14035']
5,0.03326225375935808,['14040']
5,0.061748383643435344,['14041']
5,0.043524933477526874,['14042']
5,0.06356247010037613,['14043']
4,0.054989054347386615,['14044']
5,0.059631260012928775,['14045']
5,0.052836422867844464,['14050']
5,0.06131691236450136,['14051']
5,0.05447615658597057,['14052']
5,0.06567340248105438,['14053']
4,0.07696536595094045,['14054']
5,0.06150482950141885,['14055']
5,0.1769957536433103,['14100']
5,0.21404708542938836,['14101']
5,0.19501321282897038,['14102']
5,0.21747442358601876,['14103']
4,0.21237308620639928,['14104']
5,0.2258075814004468,['14105']
5,0.3995826831500255,['14110']
5,0.7656700688820188,['14111']
5,0.7379440904442054,['14112']
5,0.832543067649172,['14113']
4,0.8201260782204393,['14114']
5,0.8272292656934367,['14115']
5,0.33190084210677867,['14120']
5,0.7493431405072241,['14121']
5,0.7021834555798734,['14122']
5,0.8294736390476114,['14123']
4,0.8066604147209685,['14124']
5,0.8372207585322546,['14125']
4,0.5269048592253908,['14130']
4,0.8583105682346766,['14131']
4,0.8449919080416362,['14132']
4,0.8899368390479687,['14133']
3,0.8843967491609581,['14134']
4,0.8885795668634845,['14135']
5,0.45211153303607987,['14140']
5,0.8541418007879185,['14141']
5,0.829595909631692,['14142']
5,0.8900921352384503,['14143']
4,0.880398853192642,['14144']
5,0.8922332169227295,['14145']
5,0.5837191651701427,['14150']
5,0.8385728885269421,['14151']
5,0.8361251682511563,['14152']
5,0.8737100803340384,['14153']
4,0.8740920118050867,['14154']
5,0.8653440096206202,['14155']
5,0.13942900230657052,['14200']
5,0.17293716775888604,['14201']
5,0.16465865424446785,['14202']
5,0.179047185685778,['14203']
4,0.17879735916466052,['14204']
5,0.19874010677318285,['14205']
5,0.3707641684358069,['14210']
5,0.7630699126459098,['14211']
5,0.7304841844048023,['14212']
5,0.8409984204724924,['14213']
4,0.8234333099543741,['14214']
5,0.8389227655700414,['14215']
5,0.28522844452218354,['14220']
5,0.7255140594653796,['14221']
5,0.665448509872626,['14222']
5,0.8243549586141655,['14223']
4,0.7926271221662217,['14224']
5,0.8364362382177193,['14225']
4,0.4925117384738175,['14230']
4,0.8668095934026515,['14231']
4,0.8499287715457932,['14232']
4,0.9036456642124105,['14233']
3,0.8975828300480407,['14234']
4,0.9033725864309644,['14235']
5,0.3947509669468329,['14240']
5,0.8492678499756098,['14241']
5,0.8172051252705513,['14242']
5,0.8985060675916063,['14243']
4,0.8849987665637858,['14244']
5,0.9031775089552364,['14245']
5,0.6027054811369557,['14250']
5,0.8603502055270356,['14251']
5,0.8569970698112542,['14252']
5,0.8946195627061326,['14253']
4,0.8942722879137525,['14254']
5,0.8868277328162036,['14255']
5,0.36703863135391623,['14300']
5,0.3938325066224481,['14301']
5,0.3779714931740833,['14302']
5,0.4080549134150425,['14303']
4,0.4010040399187942,['14304']
5,0.43045089701643524,['14305']
5,0.6468388147662577,['14310']
5,0.9019178847358379,['14311']
5,0.8887151587122748,['14312']
5,0.9334174992033079,['14313']
4,0.9282699943899477,['14314']
5,0.9314058443705966,['14315']
5,0.5675745213491552,['14320']
5,0.895497064135966,['14321']
5,0.8716874162921843,['14322']
5,0.9324589786006152,['14323']
4,0.9232902666152055,['14324']
5,0.9360401035605083,['14325']
4,0.7562463248989186,['14330']
4,0.9450084509749629,['14331']
4,0.9397770995219695,['14332']
4,0.9584065709181961,['14333']
3,0.9562791738600621,['14334']
4,0.9572554027652672,['14335']
5,0.6898156168230739,['14340']
5,0.9428088102445645,['14341']
5,0.9325428131505298,['14342']
5,0.9580788687024517,['14343']
4,0.9543481115260848,['14344']
5,0.9593560284581797,['14345']
5,0.7923377931832509,['14350']
5,0.9368242265917126,['14351']
5,0.9354197251538324,['14352']
5,0.9517448109244966,['14353']
4,0.9512093616442024,['14354']
5,0.9478068294319877,['14355']
5,0.3003806941709408,['14400']
5,0.33003582279181304,['14401']
5,0.31424864350160403,['14402']
5,0.343543654283916,['14403']
4,0.3363186187488391,['14404']
5,0.3730029575786735,['14405']
5,0.6098798825340503,['14410']
5,0.9019810446540538,['14411']
5,0.8832122479737491,['14412']
5,0.9366244687007025,['14413']
4,0.9295965290437541,['14414']
5,0.9367979618768788,['14415']
5,0.5058401546280414,['14420']
5,0.8822039871611328,['14421']
5,0.8502172321235323,['14422']
5,0.9301757738413358,['14423']
4,0.9166566379211579,['14424']
5,0.9361087249763479,['14425']
4,0.7285380652877496,['14430']
4,0.9488942401572406,['14431']
4,0.9407804944857467,['14432']
4,0.9635145353257181,['14433']
3,0.9607449772504528,['14434']
4,0.9634373203041142,['14435']
5,0.640750353844725,['14440']
5,0.9416495902364277,['14441']
5,0.9282174888430329,['14442']
5,0.9614816497740947,['14443']
4,0.9562977845309503,['14444']
5,0.9634224467347666,['14445']
5,0.8083841113761864,['14450']
5,0.9453742217216515,['14451']
5,0.944245127170745,['14452']
5,0.9593867783630778,['14453']
4,0.9595138322316811,['14454']
5,0.9562869503333788,['14455']
4,0.37536258910494735,['14500']
4,0.4037645574687987,['14501']
4,0.39767139396571805,['14502']
4,0.41994155680942596,['14503']
3,0.4104374813852562,['14504']
4,0.4319098485856231,['14505']
4,0.6026064187778108,['14510']
4,0.8625082688549345,['14511']
4,0.8518927252159944,['14512']
4,0.900067170650058,['14513']
3,0.8951626094527871,['14514']
4,0.8952545283644517,['14515']
4,0.5574911504507076,['14520']
4,0.8693363437059434,['14521']
4,0.8497125150068364,['14522']
4,0.9073393071021685,['14523']
3,0.8993682651147514,['14524']
4,0.9081715994930453,['14525']
3,0.7146206577505918,['14530']
3,0.9161995844565979,['14531']
3,0.9110554803396698,['14532']
3,0.9321112704359017,['14533']
2,0.9305636795343789,['14534']
3,0.9302010873619049,['14535']
4,0.6805041138798068,['14540']
4,0.919429007192405,['14541']
4,0.9106421595191957,['14542']
4,0.9351593080126795,['14543']
3,0.9318035585167501,['14544']
4,0.93550331052757,['14545']
4,0.7092596925794891,['14550']
4,0.8970836408020841,['14551']
4,0.8954111194319939,['14552']
4,0.9193098301213455,['14553']
3,0.9190412929450719,['14554']
4,0.913923601138158,['14555']
5,0.02173591747076109,['15000']
5,0.015542338014558439,['15001']
5,0.01732528692581413,['15002']
5,0.02030998083897326,['15003']
4,0.01834760674119333,['15004']
5,0.01941204167741953,['15005']
5,0.024328826095384278,['15010']
5,0.04628985731095065,['15011']
5,0.045741003417194434,['15012']
5,0.06785470023830589,['15013']
4,0.054606124363322336,['15014']
5,0.059251793656619894,['15015']
5,0.024491822468174575,['15020']
5,0.054091150398739574,['15021']
5,0.035334149850674686,['15022']
5,0.05512240017267966,['15023']
4,0.0515141992386901,['15024']
5,0.054908761377744045,['15025']
4,0.03999382867370886,['15030']
4,0.06875200745475556,['15031']
4,0.0546050442766018,['15032']
4,0.06586985874382088,['15033']
3,0.06375681777789818,['15034']
4,0.06411857759158832,['15035']
5,0.04083048832657947,['15040']
5,0.058442871000933753,['15041']
5,0.052819109350227864,['15042']
5,0.06676147583774159,['15043']
4,0.07146733232104058,['15044']
5,0.06383027132799522,['15045']
5,0.03777364770879084,['15050']
5,0.05751423764239043,['15051']
5,0.06563255828363583,['15052']
5,0.06768584413985691,['15053']
4,0.07188652292504122,['15054']
5,0.07139922698513117,['15055']
5,0.16776494120770882,['15100']
5,0.20303325183901536,['15101']
5,0.19459543456061362,['15102']
5,0.20554764164891037,['15103']
4,0.19639396181125823,['15104']
5,0.22040678780896267,['15105']
5,0.37363505525433394,['15110']
5,0.7300182167877365,['15111']
5,0.7065813570459661,['15112']
5,0.8011757766967366,['15113']
4,0.7902802504246453,['15114']
5,0.794133430655336,['15115']
5,0.3141459957639439,['15120']
5,0.7262847418872844,['15121']
5,0.6822556083047737,['15122']
5,0.8068690069618442,['15123']
4,0.7845379352215697,['15124']
5,0.8119785782235558,['15125']
4,0.496618614194069,['15130']
4,0.8317422191983964,['15131']
4,0.8198845383456816,['15132']
4,0.8647471805777983,['15133']
3,0.8600785426782932,['15134']
4,0.8618882675289709,['15135']
5,0.4433329014749706,['15140']
5,0.8308281244938829,['15141']
5,0.8074895023208327,['15142']
5,0.8682974337410235,['15143']
4,0.8573568141663157,['15144']
5,0.8683426491738171,['15145']
5,0.5341601451638018,['15150']
5,0.8038896475057855,['15151']
5,0.8004696641333522,['15152']
5,0.844258069422142,['15153']
4,0.8427249882159085,['15154']
5,0.8339749247643464,['15155']
5,0.15962848699582782,['15200']
5,0.18555786760632323,['15201']
5,0.18643206965817924,['15202']
5,0.20125146563711943,['15203']
4,0.19198137587842867,['15204']
5,0.21324319082384222,['15205']
5,0.39133274359573644,['15210']
5,0.7701267980128804,['15211']
5,0.7404743961575824,['15212']
5,0.8415417907524284,['15213']
4,0.8260768279471012,['15214']
5,0.8383473484979989,['15215']
5,0.3036124913056361,['15220']
5,0.74449170588311,['15221']
5,0.690346412603357,['15222']
5,0.8327029135112578,['15223']
4,0.806260843277353,['15224']
5,0.8420517609976869,['15225']
4,0.5174908559567193,['15230']
4,0.8668709524238455,['15231']
4,0.8513425433346642,['15232']
4,0.8992009181052436,['15233']
3,0.8942325125837894,['15234']
4,0.8985870532252471,['15235']
5,0.4261918673395779,['15240']
5,0.8560349572259267,['15241']
5,0.8288265602572767,['15242']
5,0.8973526446008723,['15243']
4,0.8862260159205015,['15244']
5,0.9008415503271928,['15245']
5,0.5992684919097144,['15250']
5,0.8543066159874793,['15251']
5,0.8513921933279641,['15252']
5,0.8879230001566869,['15253']
4,0.8868096886374606,['15254']
5,0.8788245833070405,['15255']
5,0.35859481988030195,['15300']
5,0.3898379893766879,['15301']
5,0.38303265537100206,['15302']
5,0.39758544570185916,['15303']
4,0.3932990949404696,['15304']
5,0.4179455513035078,['15305']
5,0.6202299963940222,['15310']
5,0.8842809572089224,['15311']
5,0.8717582093452431,['15312']
5,0.9186114268657297,['15313']
4,0.9145279196436672,['15314']
5,0.9162282598636219,['15315']
5,0.5534835570655341,['15320']
5,0.8815798233332781,['15321']
5,0.8571614499708707,['15322']
5,0.9212152026205418,['15323']
4,0.9113505202058693,['15324']
5,0.9236825544227745,['15325']
4,0.7329558006628448,['15330']
4,0.9329311391133708,['15331']
4,0.9269873012823733,['15332']
4,0.9470656525475423,['15333']
3,0.9451808806962456,['15334']
4,0.945876163374252,['15335']
5,0.6817442839013813,['15340']
5,0.9316703749054548,['15341']
5,0.9223328706245996,['15342']
5,0.9487259602823476,['15343']
4,0.9441234802531613,['15344']
5,0.9490951739133296,['15345']
5,0.7556002799503794,['15350']
