z,t,k,N1,N2,utl1,utl2
['15215'],3,100,10000,5000,1.0828073324080625,1.0
['15220'],3,100,10000,5000,1.687190955895324,1.0
['15221'],3,100,10000,5000,1.1617577288382903,1.0
['15222'],3,100,10000,5000,1.2142910035456496,1.0
['15223'],3,100,10000,5000,1.0974140256722815,1.0
['15224'],3,100,10000,5000,1.1135393823493365,2.0
['15225'],3,100,10000,5000,1.0934642597075037,1.0
['15230'],3,100,10000,5000,1.3786481421525456,2.0
['15231'],3,100,10000,5000,1.0612797031637604,2.0
['15232'],3,100,10000,5000,1.074358992417877,2.0
['15233'],3,100,10000,5000,1.0423847181784918,2.0
['15234'],3,100,10000,5000,1.0440003241139832,3.0
['15235'],3,100,10000,5000,1.0416202291690664,2.0
['15240'],3,100,10000,5000,1.4820010457240218,1.0
['15241'],3,100,10000,5000,1.070834619484236,1.0
['15242'],3,100,10000,5000,1.08869565343285,1.0
['15243'],3,100,10000,5000,1.0458134994884842,1.0
['15244'],3,100,10000,5000,1.0519068780253742,2.0
['15245'],3,100,10000,5000,1.0441729800166952,1.0
['15250'],3,100,10000,5000,1.30641294485571,1.0
['15251'],3,100,10000,5000,1.0658014376204314,1.0
['15252'],3,100,10000,5000,1.0727617323693361,1.0
['15253'],3,100,10000,5000,1.0456173695734867,1.0
['15254'],3,100,10000,5000,1.045600330043511,2.0
['15255'],3,100,10000,5000,1.050406554599563,1.0
['15300'],3,100,10000,5000,1.6884010706258405,1.0
['15301'],3,100,10000,5000,1.6240450683300165,1.0
['15302'],3,100,10000,5000,1.6379974903512067,1.0
['15303'],3,100,10000,5000,1.5949708572652934,1.0
['15304'],3,100,10000,5000,1.6159361232309073,2.0
['15305'],3,100,10000,5000,1.5727923569032245,1.0
['15310'],3,100,10000,5000,1.2519104710343862,1.0
['15311'],3,100,10000,5000,1.0454103721723584,1.0
['15312'],3,100,10000,5000,1.0480193644350886,1.0
['15313'],3,100,10000,5000,1.0252177546089292,1.0
['15314'],3,100,10000,5000,1.0257026885415348,2.0
['15315'],3,100,10000,5000,1.0258607605287273,1.0
['15320'],3,100,10000,5000,1.314887994463827,1.0
['15321'],3,100,10000,5000,1.0424776590359366,1.0
['15322'],3,100,10000,5000,1.0588241827771825,1.0
['15323'],3,100,10000,5000,1.0240075114729257,1.0
['15324'],3,100,10000,5000,1.0263572153678842,2.0
['15325'],3,100,10000,5000,1.0224910876002131,1.0
['15330'],3,100,10000,5000,1.1607210222171513,2.0
['15331'],3,100,10000,5000,1.0192462470395436,2.0
['15332'],3,100,10000,5000,1.0205099828544064,2.0
['15333'],3,100,10000,5000,1.0144174595537245,2.0
['15334'],3,100,10000,5000,1.0144526404581975,3.0
['15335'],3,100,10000,5000,1.013994070039123,2.0
['15340'],3,100,10000,5000,1.2022097683671447,1.0
['15341'],3,100,10000,5000,1.0198200648678382,1.0
['15342'],3,100,10000,5000,1.0217445483226004,1.0
['15343'],3,100,10000,5000,1.0148073194823541,1.0
['15344'],3,100,10000,5000,1.0152938720706686,2.0
['15345'],3,100,10000,5000,1.0140906558338085,1.0
['15350'],3,100,10000,5000,1.1435784814061647,1.0
['15351'],3,100,10000,5000,1.0217372452510742,1.0
['15352'],3,100,10000,5000,1.021267663583692,1.0
['15353'],3,100,10000,5000,1.014433199224638,1.0
['15354'],3,100,10000,5000,1.0144128847273148,2.0
['15355'],3,100,10000,5000,1.0164094628626794,1.0
['15400'],3,100,10000,5000,1.7696509076519105,1.0
['15401'],3,100,10000,5000,1.6796627831318753,1.0
['15402'],3,100,10000,5000,1.7056785170810875,1.0
['15403'],3,100,10000,5000,1.669501335492068,1.0
['15404'],3,100,10000,5000,1.6898086804798538,2.0
['15405'],3,100,10000,5000,1.6314502521659717,1.0
['15410'],3,100,10000,5000,1.2699720520392632,1.0
['15411'],3,100,10000,5000,1.0635541194041487,1.0
['15412'],3,100,10000,5000,1.0665757832338618,1.0
['15413'],3,100,10000,5000,1.0434156726994592,1.0
['15414'],3,100,10000,5000,1.0464189023355637,2.0
['15415'],3,100,10000,5000,1.0431636137040448,1.0
['15420'],3,100,10000,5000,1.351524819830025,1.0
['15421'],3,100,10000,5000,1.0669738882842887,1.0
['15422'],3,100,10000,5000,1.083377367918354,1.0
['15423'],3,100,10000,5000,1.046308570645763,1.0
['15424'],3,100,10000,5000,1.052187416059133,2.0
['15425'],3,100,10000,5000,1.0443917616744025,1.0
['15430'],3,100,10000,5000,1.1748727194182758,2.0
['15431'],3,100,10000,5000,1.0375897929779951,2.0
['15432'],3,100,10000,5000,1.0398347398267136,2.0
['15433'],3,100,10000,5000,1.0344549208112803,2.0
['15434'],3,100,10000,5000,1.0354488792195833,3.0
['15435'],3,100,10000,5000,1.0334014945401944,2.0
['15440'],3,100,10000,5000,1.2391265993477723,1.0
['15441'],3,100,10000,5000,1.043473655171172,1.0
['15442'],3,100,10000,5000,1.0474927655766484,1.0
['15443'],3,100,10000,5000,1.0372030545977706,1.0
['15444'],3,100,10000,5000,1.040086428455749,2.0
['15445'],3,100,10000,5000,1.0370606716528183,1.0
['15450'],3,100,10000,5000,1.142857699006362,1.0
['15451'],3,100,10000,5000,1.0377031326831594,1.0
['15452'],3,100,10000,5000,1.0373947422502408,1.0
['15453'],3,100,10000,5000,1.0332169498542711,1.0
['15454'],3,100,10000,5000,1.032851086648397,2.0
['15455'],3,100,10000,5000,1.0332765911350648,1.0
['15500'],3,100,10000,5000,1.7791521192461697,2.0
['15501'],3,100,10000,5000,1.6957101871604963,2.0
['15502'],3,100,10000,5000,1.701559432601135,2.0
['15503'],3,100,10000,5000,1.6675839713410268,2.0
['15504'],3,100,10000,5000,1.6909793813977376,3.0
['15505'],3,100,10000,5000,1.6576912063849256,2.0
['15510'],3,100,10000,5000,1.3313606717964055,2.0
['15511'],3,100,10000,5000,1.0666897540905826,2.0
['15512'],3,100,10000,5000,1.0713668831788277,2.0
['15513'],3,100,10000,5000,1.0341024097789409,2.0
['15514'],3,100,10000,5000,1.0373790459914043,3.0
['15515'],3,100,10000,5000,1.0402363217631478,2.0
['15520'],3,100,10000,5000,1.3810171840865566,2.0
['15521'],3,100,10000,5000,1.0564498867602028,2.0
['15522'],3,100,10000,5000,1.0739558270503202,2.0
['15523'],3,100,10000,5000,1.0278415006788097,2.0
['15524'],3,100,10000,5000,1.032116522224373,3.0
['15525'],3,100,10000,5000,1.030872806996404,2.0
['15530'],3,100,10000,5000,1.2130254076367213,3.0
['15531'],3,100,10000,5000,1.0214929976895128,3.0
['15532'],3,100,10000,5000,1.0236592745049,3.0
['15533'],3,100,10000,5000,1.0117032064577243,3.0
['15534'],3,100,10000,5000,1.0116923189280125,4.0
['15535'],3,100,10000,5000,1.013662782189098,3.0
['15540'],3,100,10000,5000,1.2439726637095927,2.0
['15541'],3,100,10000,5000,1.020520017290068,2.0
['15542'],3,100,10000,5000,1.0236956863605828,2.0
['15543'],3,100,10000,5000,1.0104325372283764,2.0
['15544'],3,100,10000,5000,1.0122385889200833,3.0
['15545'],3,100,10000,5000,1.0117322481031663,2.0
['15550'],3,100,10000,5000,1.2251394933638733,2.0
['15551'],3,100,10000,5000,1.0377612969499246,2.0
['15552'],3,100,10000,5000,1.0385419496121175,2.0
['15553'],3,100,10000,5000,1.0210450849318398,2.0
['15554'],3,100,10000,5000,1.021235734312354,3.0
['15555'],3,100,10000,5000,1.0277656339975492,2.0
['20000'],3,100,10000,5000,14.714440037662317,1.0
['20001'],3,100,10000,5000,14.25361621465398,1.0
['20002'],3,100,10000,5000,14.33035955610043,1.0
['20003'],3,100,10000,5000,14.201650742411966,1.0
['20004'],3,100,10000,5000,14.377019131291524,2.0
['20005'],3,100,10000,5000,14.049484298222279,1.0
['20010'],3,100,10000,5000,13.428273111314237,1.0
['20011'],3,100,10000,5000,12.16531805170614,1.0
['20012'],3,100,10000,5000,12.265103424475798,1.0
['20013'],3,100,10000,5000,11.525795916763519,1.0
['20014'],3,100,10000,5000,11.867554231607697,2.0
['20015'],3,100,10000,5000,11.750712918151883,1.0
['20020'],3,100,10000,5000,13.652038058167946,1.0
['20021'],3,100,10000,5000,12.269325639897891,1.0
['20022'],3,100,10000,5000,12.464276723327705,1.0
['20023'],3,100,10000,5000,11.994038051928099,1.0
['20024'],3,100,10000,5000,11.99842351856544,2.0
['20025'],3,100,10000,5000,11.9027033280096,1.0
['20030'],3,100,10000,5000,13.102870082569625,2.0
['20031'],3,100,10000,5000,11.78155903147232,2.0
['20032'],3,100,10000,5000,11.572311404645916,2.0
['20033'],3,100,10000,5000,11.29659746410434,2.0
['20034'],3,100,10000,5000,11.36095283240832,3.0
['20035'],3,100,10000,5000,11.24889445807895,2.0
['20040'],3,100,10000,5000,13.306945864548714,1.0
['20041'],3,100,10000,5000,11.796600763950241,1.0
['20042'],3,100,10000,5000,11.825921228455691,1.0
['20043'],3,100,10000,5000,11.44534502655449,1.0
['20044'],3,100,10000,5000,11.66143853686424,2.0
['20045'],3,100,10000,5000,11.276496416842841,1.0
['20050'],3,100,10000,5000,12.635381341318,1.0
['20051'],3,100,10000,5000,11.693048601616312,1.0
['20052'],3,100,10000,5000,11.540012123497295,1.0
['20053'],3,100,10000,5000,11.172633087771278,1.0
['20054'],3,100,10000,5000,11.14098993432632,2.0
['20055'],3,100,10000,5000,11.489481286157773,1.0
['20100'],3,100,10000,5000,4.1106321539894015,1.0
['20101'],3,100,10000,5000,3.8019005098058596,1.0
['20102'],3,100,10000,5000,3.886936063506087,1.0
['20103'],3,100,10000,5000,3.7550692439702695,1.0
['20104'],3,100,10000,5000,3.787388972458391,2.0
['20105'],3,100,10000,5000,3.6820181929552085,1.0
['20110'],3,100,10000,5000,3.071471814426555,1.0
['20111'],3,100,10000,5000,2.1839300172957894,1.0
['20112'],3,100,10000,5000,2.227273869176135,1.0
['20113'],3,100,10000,5000,1.9705375434972092,1.0
['20114'],3,100,10000,5000,2.0023634910254104,2.0
['20115'],3,100,10000,5000,1.9768072110611814,1.0
['20120'],3,100,10000,5000,3.2805702233903116,1.0
['20121'],3,100,10000,5000,2.2109881658609245,1.0
['20122'],3,100,10000,5000,2.3254393123476698,1.0
['20123'],3,100,10000,5000,1.9933537689813885,1.0
['20124'],3,100,10000,5000,2.0418128912625932,2.0
['20125'],3,100,10000,5000,1.9615800500964033,1.0
['20130'],3,100,10000,5000,2.769458103137427,2.0
['20131'],3,100,10000,5000,1.8596063658046664,2.0
['20132'],3,100,10000,5000,1.905974510653943,2.0
['20133'],3,100,10000,5000,1.7251500949458871,2.0
['20134'],3,100,10000,5000,1.7451507056688522,3.0
['20135'],3,100,10000,5000,1.7295460707498111,2.0
['20140'],3,100,10000,5000,2.9471091736867243,1.0
['20141'],3,100,10000,5000,1.9055518285548148,1.0
['20142'],3,100,10000,5000,1.9777675086717077,1.0
['20143'],3,100,10000,5000,1.741161571983541,1.0
['20144'],3,100,10000,5000,1.7942093655333309,2.0
['20145'],3,100,10000,5000,1.7283096008387102,1.0
['20150'],3,100,10000,5000,2.6082877258296837,1.0
['20151'],3,100,10000,5000,1.9084488204226167,1.0
['20152'],3,100,10000,5000,1.9275872291354401,1.0
['20153'],3,100,10000,5000,1.7700975968069859,1.0
['20154'],3,100,10000,5000,1.7775682782232478,2.0
['20155'],3,100,10000,5000,1.808146010828832,1.0
['20200'],3,100,10000,5000,4.429008057485023,1.0
['20201'],3,100,10000,5000,4.1394483908039,1.0
['20202'],3,100,10000,5000,4.196676879796475,1.0
['20203'],3,100,10000,5000,4.079448962956661,1.0
['20204'],3,100,10000,5000,4.057173866128764,2.0
['20205'],3,100,10000,5000,3.970597430475243,1.0
['20210'],3,100,10000,5000,3.3241977898800337,1.0
['20211'],3,100,10000,5000,2.2878060728534266,1.0
['20212'],3,100,10000,5000,2.388728366487065,1.0
['20213'],3,100,10000,5000,2.0756525187607107,1.0
['20214'],3,100,10000,5000,2.100011172991038,2.0
['20215'],3,100,10000,5000,2.0595478400277845,1.0
['20220'],3,100,10000,5000,3.519888338693157,1.0
['20221'],3,100,10000,5000,2.4160060923032263,1.0
['20222'],3,100,10000,5000,2.542314928244135,1.0
['20223'],3,100,10000,5000,2.1643043022904056,1.0
['20224'],3,100,10000,5000,2.2326020178444956,2.0
['20225'],3,100,10000,5000,2.109693346843206,1.0
['20230'],3,100,10000,5000,2.9710310399056565,2.0
['20231'],3,100,10000,5000,1.955255495589774,2.0
['20232'],3,100,10000,5000,2.0412834186159152,2.0
['20233'],3,100,10000,5000,1.8052918474539372,2.0
['20234'],3,100,10000,5000,1.8268866946506976,3.0
['20235'],3,100,10000,5000,1.796162632075807,2.0
['20240'],3,100,10000,5000,3.1943147328898487,1.0
['20241'],3,100,10000,5000,2.034336437777181,1.0
['20242'],3,100,10000,5000,2.136023881931839,1.0
['20243'],3,100,10000,5000,1.8393110246076267,1.0
['20244'],3,100,10000,5000,1.895718603560216,2.0
['20245'],3,100,10000,5000,1.8230699555077294,1.0
['20250'],3,100,10000,5000,2.7509837625712583,1.0
['20251'],3,100,10000,5000,1.9673320319706407,1.0
['20252'],3,100,10000,5000,2.000198963621418,1.0
['20253'],3,100,10000,5000,1.8147749971725287,1.0
['20254'],3,100,10000,5000,1.8290372258656764,2.0
['20255'],3,100,10000,5000,1.8600269330181367,1.0
['20300'],3,100,10000,5000,3.441216648311206,1.0
['20301'],3,100,10000,5000,3.184538504317256,1.0
['20302'],3,100,10000,5000,3.211487077245057,1.0
['20303'],3,100,10000,5000,3.131256976004865,1.0
['20304'],3,100,10000,5000,3.1657980304916555,2.0
['20305'],3,100,10000,5000,3.10818460296648,1.0
['20310'],3,100,10000,5000,2.472308423858873,1.0
['20311'],3,100,10000,5000,1.698728395935071,1.0
['20312'],3,100,10000,5000,1.744641357944722,1.0
['20313'],3,100,10000,5000,1.5432675949055217,1.0
['20314'],3,100,10000,5000,1.5691359800004707,2.0
['20315'],3,100,10000,5000,1.538890080068957,1.0
['20320'],3,100,10000,5000,2.6444183580516643,1.0
['20321'],3,100,10000,5000,1.7336186673589298,1.0
['20322'],3,100,10000,5000,1.838331756107634,1.0
['20323'],3,100,10000,5000,1.5707093201309332,1.0
['20324'],3,100,10000,5000,1.6188467239377964,2.0
['20325'],3,100,10000,5000,1.5489424416473274,1.0
['20330'],3,100,10000,5000,2.239943660215269,2.0
['20331'],3,100,10000,5000,1.476345008298805,2.0
['20332'],3,100,10000,5000,1.509531112351982,2.0
['20333'],3,100,10000,5000,1.3908663543580086,2.0
['20334'],3,100,10000,5000,1.3978634448264184,3.0
['20335'],3,100,10000,5000,1.3832338603238936,2.0
['20340'],3,100,10000,5000,2.360181077622174,1.0
['20341'],3,100,10000,5000,1.4911326304754164,1.0
['20342'],3,100,10000,5000,1.5514583109512212,1.0
['20343'],3,100,10000,5000,1.390300995313623,1.0
['20344'],3,100,10000,5000,1.4150899138210609,2.0
['20345'],3,100,10000,5000,1.378690126517982,1.0
['20350'],3,100,10000,5000,2.1165685658973987,1.0
['20351'],3,100,10000,5000,1.5098846163130553,1.0
['20352'],3,100,10000,5000,1.5212151798395175,1.0
['20353'],3,100,10000,5000,1.4108608242148195,1.0
['20354'],3,100,10000,5000,1.4161896808854442,2.0
['20355'],3,100,10000,5000,1.4296447462827941,1.0
['20400'],3,100,10000,5000,3.7258377588616916,1.0
['20401'],3,100,10000,5000,3.463748830257257,1.0
['20402'],3,100,10000,5000,3.488174461943539,1.0
['20403'],3,100,10000,5000,3.4121686555870285,1.0
['20404'],3,100,10000,5000,3.4246105617813978,2.0
['20405'],3,100,10000,5000,3.3369613569752037,1.0
['20410'],3,100,10000,5000,2.680699082617324,1.0
['20411'],3,100,10000,5000,1.8232248736755143,1.0
['20412'],3,100,10000,5000,1.866938679947126,1.0
['20413'],3,100,10000,5000,1.628344578765778,1.0
['20414'],3,100,10000,5000,1.676744007362745,2.0
['20415'],3,100,10000,5000,1.6308994487293391,1.0
['20420'],3,100,10000,5000,2.929750732763042,1.0
['20421'],3,100,10000,5000,1.9037021380912258,1.0
['20422'],3,100,10000,5000,2.0050677607809266,1.0
['20423'],3,100,10000,5000,1.694364499756716,1.0
['20424'],3,100,10000,5000,1.7583627001111422,2.0
['20425'],3,100,10000,5000,1.65442814180497,1.0
['20430'],3,100,10000,5000,2.4069324612550753,2.0
['20431'],3,100,10000,5000,1.5496686719427277,2.0
['20432'],3,100,10000,5000,1.5998456903931346,2.0
['20433'],3,100,10000,5000,1.4388980380282788,2.0
['20434'],3,100,10000,5000,1.4566652017642732,3.0
['20435'],3,100,10000,5000,1.4297478006779503,2.0
['20440'],3,100,10000,5000,2.601336445433671,1.0
['20441'],3,100,10000,5000,1.6024041769205104,1.0
['20442'],3,100,10000,5000,1.6879424768289732,1.0
['20443'],3,100,10000,5000,1.4643045047962282,1.0
['20444'],3,100,10000,5000,1.518840213638195,2.0
['20445'],3,100,10000,5000,1.4536457203397688,1.0
['20450'],3,100,10000,5000,2.2079658311959256,1.0
['20451'],3,100,10000,5000,1.5607571840888614,1.0
['20452'],3,100,10000,5000,1.5760524658597292,1.0
['20453'],3,100,10000,5000,1.452858620564684,1.0
['20454'],3,100,10000,5000,1.4572403700356946,2.0
['20455'],3,100,10000,5000,1.4790901085176882,1.0
['20500'],3,100,10000,5000,3.142228200680316,2.0
['20501'],3,100,10000,5000,2.952621088377686,2.0
['20502'],3,100,10000,5000,2.9620968115483026,2.0
['20503'],3,100,10000,5000,2.8932539023839583,2.0
['20504'],3,100,10000,5000,2.9003210743091525,3.0
['20505'],3,100,10000,5000,2.9027767054083933,2.0
['20510'],3,100,10000,5000,2.3734059857317464,2.0
['20511'],3,100,10000,5000,1.7059494754562008,2.0
['20512'],3,100,10000,5000,1.7347807542336726,2.0
['20513'],3,100,10000,5000,1.565906656596771,2.0
['20514'],3,100,10000,5000,1.5809565238981849,3.0
['20515'],3,100,10000,5000,1.595580379176236,2.0
['20520'],3,100,10000,5000,2.480485813160408,2.0
['20521'],3,100,10000,5000,1.6854110404139555,2.0
['20522'],3,100,10000,5000,1.7423328603755024,2.0
['20523'],3,100,10000,5000,1.5427912537725965,2.0
['20524'],3,100,10000,5000,1.5742503285092888,3.0
['20525'],3,100,10000,5000,1.5467611394695424,2.0
['20530'],3,100,10000,5000,2.142602684037784,3.0
['20531'],3,100,10000,5000,1.502907385381103,3.0
['20532'],3,100,10000,5000,1.5209679591019265,3.0
['20533'],3,100,10000,5000,1.4302824065661237,3.0
['20534'],3,100,10000,5000,1.4376792244832322,4.0
['20535'],3,100,10000,5000,1.4371904284844739,3.0
['20540'],3,100,10000,5000,2.206169177211119,2.0
['20541'],3,100,10000,5000,1.491756553785214,2.0
['20542'],3,100,10000,5000,1.5209275777842683,2.0
['20543'],3,100,10000,5000,1.4169985997527417,2.0
['20544'],3,100,10000,5000,1.4328256787756648,3.0
['20545'],3,100,10000,5000,1.4225789294498106,2.0
['20550'],3,100,10000,5000,2.1697324491748455,2.0
['20551'],3,100,10000,5000,1.5804464244538912,2.0
['20552'],3,100,10000,5000,1.586573028827105,2.0
['20553'],3,100,10000,5000,1.494372327797567,2.0
['20554'],3,100,10000,5000,1.487938357096094,3.0
['20555'],3,100,10000,5000,1.5161874004707334,2.0
['21000'],3,100,10000,5000,12.781249254184702,1.0
['21001'],3,100,10000,5000,12.424609576921574,1.0
['21002'],3,100,10000,5000,12.528199998457493,1.0
['21003'],3,100,10000,5000,12.428813156828593,1.0
['21004'],3,100,10000,5000,12.399850737574544,2.0
['21005'],3,100,10000,5000,12.224651636722422,1.0
['21010'],3,100,10000,5000,11.482448069460887,1.0
['21011'],3,100,10000,5000,10.389584218074779,1.0
['21012'],3,100,10000,5000,10.590617932161686,1.0
['21013'],3,100,10000,5000,9.91943603363682,1.0
['21014'],3,100,10000,5000,10.076650262566416,2.0
['21015'],3,100,10000,5000,10.084613310916765,1.0
['21020'],3,100,10000,5000,11.912364274772553,1.0
['21021'],3,100,10000,5000,10.651827072081023,1.0
['21022'],3,100,10000,5000,10.941300079984183,1.0
['21023'],3,100,10000,5000,10.164759330345673,1.0
['21024'],3,100,10000,5000,10.260967761780062,2.0
['21025'],3,100,10000,5000,10.40421393123891,1.0
['21030'],3,100,10000,5000,11.214895907101855,2.0
['21031'],3,100,10000,5000,10.064783954230451,2.0
['21032'],3,100,10000,5000,10.025571557188686,2.0
['21033'],3,100,10000,5000,9.642107976648647,2.0
['21034'],3,100,10000,5000,9.854793703128056,3.0
['21035'],3,100,10000,5000,9.584764750411395,2.0
['21040'],3,100,10000,5000,11.54433277668839,1.0
['21041'],3,100,10000,5000,10.11797968768712,1.0
['21042'],3,100,10000,5000,10.259995603593442,1.0
['21043'],3,100,10000,5000,9.891790759535874,1.0
['21044'],3,100,10000,5000,9.864672379972472,2.0
['21045'],3,100,10000,5000,9.59264687690885,1.0
['21050'],3,100,10000,5000,10.803827696116443,1.0
['21051'],3,100,10000,5000,9.91848404071707,1.0
['21052'],3,100,10000,5000,9.995657280732138,1.0
['21053'],3,100,10000,5000,9.631225227345034,1.0
['21054'],3,100,10000,5000,9.759289475596287,2.0
['21055'],3,100,10000,5000,9.779965314966068,1.0
['21100'],3,100,10000,5000,2.5447797092563884,1.0
['21101'],3,100,10000,5000,2.3851780897494668,1.0
['21102'],3,100,10000,5000,2.4138599133471006,1.0
['21103'],3,100,10000,5000,2.334348138864281,1.0
['21104'],3,100,10000,5000,2.359031719936098,2.0
['21105'],3,100,10000,5000,2.2962134438417223,1.0
['21110'],3,100,10000,5000,1.7909344067081823,1.0
['21111'],3,100,10000,5000,1.2853462143968093,1.0
['21112'],3,100,10000,5000,1.296830083081446,1.0
['21113'],3,100,10000,5000,1.1846418014431188,1.0
['21114'],3,100,10000,5000,1.1954791043584405,2.0
['21115'],3,100,10000,5000,1.189625826030755,1.0
['21120'],3,100,10000,5000,1.9070380306415318,1.0
['21121'],3,100,10000,5000,1.2792809246050978,1.0
['21122'],3,100,10000,5000,1.3236895549552272,1.0
['21123'],3,100,10000,5000,1.1737147922235092,1.0
