z,t,k,N1,N2,utl1,utl2
['30053'],3,100,10000,5000,11.27258821678271,1.0
['30054'],3,100,10000,5000,11.374948309697961,2.0
['30055'],3,100,10000,5000,11.368455176271858,1.0
['30100'],3,100,10000,5000,4.003015184293584,1.0
['30101'],3,100,10000,5000,3.7566533232014976,1.0
['30102'],3,100,10000,5000,3.758967710062854,1.0
['30103'],3,100,10000,5000,3.667343329248389,1.0
['30104'],3,100,10000,5000,3.7271736380655764,2.0
['30105'],3,100,10000,5000,3.5983897934785425,1.0
['30110'],3,100,10000,5000,3.0260873201300003,1.0
['30111'],3,100,10000,5000,2.1370215527765835,1.0
['30112'],3,100,10000,5000,2.174288781955383,1.0
['30113'],3,100,10000,5000,1.9223326371548868,1.0
['30114'],3,100,10000,5000,1.9674215545749416,2.0
['30115'],3,100,10000,5000,1.9366140069035476,1.0
['30120'],3,100,10000,5000,3.1640216686006637,1.0
['30121'],3,100,10000,5000,2.1668519228860332,1.0
['30122'],3,100,10000,5000,2.2805174409254048,1.0
['30123'],3,100,10000,5000,1.9451171330757264,1.0
['30124'],3,100,10000,5000,1.999686718297617,2.0
['30125'],3,100,10000,5000,1.9073356638506913,1.0
['30130'],3,100,10000,5000,2.6906626212124074,2.0
['30131'],3,100,10000,5000,1.8166880292335121,2.0
['30132'],3,100,10000,5000,1.8675230847559836,2.0
['30133'],3,100,10000,5000,1.6973176486059873,2.0
['30134'],3,100,10000,5000,1.7052671606285608,3.0
['30135'],3,100,10000,5000,1.6942044475831757,2.0
['30140'],3,100,10000,5000,2.8726992200970853,1.0
['30141'],3,100,10000,5000,1.8675208529954093,1.0
['30142'],3,100,10000,5000,1.9327023200369873,1.0
['30143'],3,100,10000,5000,1.6980010225133082,1.0
['30144'],3,100,10000,5000,1.7460333434483746,2.0
['30145'],3,100,10000,5000,1.6988406145164383,1.0
['30150'],3,100,10000,5000,2.5713794572147664,1.0
['30151'],3,100,10000,5000,1.865730558299787,1.0
['30152'],3,100,10000,5000,1.8725587446607053,1.0
['30153'],3,100,10000,5000,1.737159585624639,1.0
['30154'],3,100,10000,5000,1.74623990020402,2.0
['30155'],3,100,10000,5000,1.767679207156513,1.0
['30200'],3,100,10000,5000,4.307342797603891,1.0
['30201'],3,100,10000,5000,4.013897069038884,1.0
['30202'],3,100,10000,5000,4.070304015539294,1.0
['30203'],3,100,10000,5000,3.9006973189073646,1.0
['30204'],3,100,10000,5000,3.9990018462529036,2.0
['30205'],3,100,10000,5000,3.889431748252903,1.0
['30210'],3,100,10000,5000,3.188841442045951,1.0
['30211'],3,100,10000,5000,2.2578184036904028,1.0
['30212'],3,100,10000,5000,2.3230242092227886,1.0
['30213'],3,100,10000,5000,2.026355374019532,1.0
['30214'],3,100,10000,5000,2.065867945301836,2.0
['30215'],3,100,10000,5000,2.016762072465882,1.0
['30220'],3,100,10000,5000,3.457104280993391,1.0
['30221'],3,100,10000,5000,2.35195797633918,1.0
['30222'],3,100,10000,5000,2.482763158725518,1.0
['30223'],3,100,10000,5000,2.1018498360636912,1.0
['30224'],3,100,10000,5000,2.1674103679295134,2.0
['30225'],3,100,10000,5000,2.067289928648929,1.0
['30230'],3,100,10000,5000,2.881405822247481,2.0
['30231'],3,100,10000,5000,1.9165899969752096,2.0
['30232'],3,100,10000,5000,1.9767846339923878,2.0
['30233'],3,100,10000,5000,1.7543912535105923,2.0
['30234'],3,100,10000,5000,1.7794053096889186,3.0
['30235'],3,100,10000,5000,1.7634171324996795,2.0
['30240'],3,100,10000,5000,3.097401994061132,1.0
['30241'],3,100,10000,5000,1.9807210721981656,1.0
['30242'],3,100,10000,5000,2.0810121355873425,1.0
['30243'],3,100,10000,5000,1.78505164003561,1.0
['30244'],3,100,10000,5000,1.8501331755485189,2.0
['30245'],3,100,10000,5000,1.7739258319819542,1.0
['30250'],3,100,10000,5000,2.6780010157939995,1.0
['30251'],3,100,10000,5000,1.9244252519792682,1.0
['30252'],3,100,10000,5000,1.9560506493026362,1.0
['30253'],3,100,10000,5000,1.7855569656336652,1.0
['30254'],3,100,10000,5000,1.7921523506191746,2.0
['30255'],3,100,10000,5000,1.8262647844785538,1.0
['30300'],3,100,10000,5000,3.3188973604616607,1.0
['30301'],3,100,10000,5000,3.0841670149133398,1.0
['30302'],3,100,10000,5000,3.1063103961864345,1.0
['30303'],3,100,10000,5000,3.056614033754116,1.0
['30304'],3,100,10000,5000,3.066442610226562,2.0
['30305'],3,100,10000,5000,3.013901412748313,1.0
['30310'],3,100,10000,5000,2.4135689432995235,1.0
['30311'],3,100,10000,5000,1.6698087745983725,1.0
['30312'],3,100,10000,5000,1.7093048173825791,1.0
['30313'],3,100,10000,5000,1.5189147803331373,1.0
['30314'],3,100,10000,5000,1.5391270927147709,2.0
['30315'],3,100,10000,5000,1.523386194209129,1.0
['30320'],3,100,10000,5000,2.58773166680719,1.0
['30321'],3,100,10000,5000,1.705311467444139,1.0
['30322'],3,100,10000,5000,1.7956448029123564,1.0
['30323'],3,100,10000,5000,1.5399955067804385,1.0
['30324'],3,100,10000,5000,1.5766497604033765,2.0
['30325'],3,100,10000,5000,1.5206475695454698,1.0
['30330'],3,100,10000,5000,2.178112386347156,2.0
['30331'],3,100,10000,5000,1.4596205540187992,2.0
['30332'],3,100,10000,5000,1.49134426730572,2.0
['30333'],3,100,10000,5000,1.3693403354073728,2.0
['30334'],3,100,10000,5000,1.375937215378362,3.0
['30335'],3,100,10000,5000,1.3636933950797978,2.0
['30340'],3,100,10000,5000,2.3051320906635517,1.0
['30341'],3,100,10000,5000,1.4771758704924796,1.0
['30342'],3,100,10000,5000,1.526852281051467,1.0
['30343'],3,100,10000,5000,1.366987454003317,1.0
['30344'],3,100,10000,5000,1.3978881316775251,2.0
['30345'],3,100,10000,5000,1.358166670156122,1.0
['30350'],3,100,10000,5000,2.062761281983331,1.0
['30351'],3,100,10000,5000,1.4734028519010043,1.0
['30352'],3,100,10000,5000,1.49554870860628,1.0
['30353'],3,100,10000,5000,1.3887283491564912,1.0
['30354'],3,100,10000,5000,1.3933436272924398,2.0
['30355'],3,100,10000,5000,1.4100132884389163,1.0
['30400'],3,100,10000,5000,3.6614299121576614,1.0
['30401'],3,100,10000,5000,3.3441744429867097,1.0
['30402'],3,100,10000,5000,3.398812437004299,1.0
['30403'],3,100,10000,5000,3.3200127083426363,1.0
['30404'],3,100,10000,5000,3.369110323989296,2.0
['30405'],3,100,10000,5000,3.2477410551229906,1.0
['30410'],3,100,10000,5000,2.6252843262829257,1.0
['30411'],3,100,10000,5000,1.7765275416561028,1.0
['30412'],3,100,10000,5000,1.8306888610705478,1.0
['30413'],3,100,10000,5000,1.599433976836442,1.0
['30414'],3,100,10000,5000,1.645496020809133,2.0
['30415'],3,100,10000,5000,1.5970140612998254,1.0
['30420'],3,100,10000,5000,2.8218236702572574,1.0
['30421'],3,100,10000,5000,1.84568313204505,1.0
['30422'],3,100,10000,5000,1.9533036775197714,1.0
['30423'],3,100,10000,5000,1.6503683638123907,1.0
['30424'],3,100,10000,5000,1.7186045612630758,2.0
['30425'],3,100,10000,5000,1.6347896202580514,1.0
['30430'],3,100,10000,5000,2.3522368986390774,2.0
['30431'],3,100,10000,5000,1.5202067212339545,2.0
['30432'],3,100,10000,5000,1.5704813501154822,2.0
['30433'],3,100,10000,5000,1.4102591246366418,2.0
['30434'],3,100,10000,5000,1.4305824672627172,3.0
['30435'],3,100,10000,5000,1.4080093034620873,2.0
['30440'],3,100,10000,5000,2.5283446558159692,1.0
['30441'],3,100,10000,5000,1.575690781321086,1.0
['30442'],3,100,10000,5000,1.64842902634087,1.0
['30443'],3,100,10000,5000,1.4377391318113122,1.0
['30444'],3,100,10000,5000,1.4884266527736774,2.0
['30445'],3,100,10000,5000,1.431639853579697,1.0
['30450'],3,100,10000,5000,2.1527118572861594,1.0
['30451'],3,100,10000,5000,1.5377031985459648,1.0
['30452'],3,100,10000,5000,1.550632689155208,1.0
['30453'],3,100,10000,5000,1.427411487605069,1.0
['30454'],3,100,10000,5000,1.4323902545790768,2.0
['30455'],3,100,10000,5000,1.4513887685248072,1.0
['30500'],3,100,10000,5000,3.091733252010161,2.0
['30501'],3,100,10000,5000,2.878406931149519,2.0
['30502'],3,100,10000,5000,2.9018298745507245,2.0
['30503'],3,100,10000,5000,2.8226813740623777,2.0
['30504'],3,100,10000,5000,2.847473439315699,3.0
['30505'],3,100,10000,5000,2.8150577146442357,2.0
['30510'],3,100,10000,5000,2.328886637365108,2.0
['30511'],3,100,10000,5000,1.677148558833441,2.0
['30512'],3,100,10000,5000,1.702324951368263,2.0
['30513'],3,100,10000,5000,1.5492313494169703,2.0
['30514'],3,100,10000,5000,1.5618799424417416,3.0
['30515'],3,100,10000,5000,1.5688597774562891,2.0
['30520'],3,100,10000,5000,2.419919308745746,2.0
['30521'],3,100,10000,5000,1.6564205634271387,2.0
['30522'],3,100,10000,5000,1.725209718393053,2.0
['30523'],3,100,10000,5000,1.5266659824963922,2.0
['30524'],3,100,10000,5000,1.5440260582777856,3.0
['30525'],3,100,10000,5000,1.5263697073555509,2.0
['30530'],3,100,10000,5000,2.108346592316899,3.0
['30531'],3,100,10000,5000,1.474454886402355,3.0
['30532'],3,100,10000,5000,1.4906676251685225,3.0
['30533'],3,100,10000,5000,1.4107796002640907,3.0
['30534'],3,100,10000,5000,1.4174010924324083,4.0
['30535'],3,100,10000,5000,1.4214619756469153,3.0
['30540'],3,100,10000,5000,2.165132535614016,2.0
['30541'],3,100,10000,5000,1.467987016834713,2.0
['30542'],3,100,10000,5000,1.4928416621157468,2.0
['30543'],3,100,10000,5000,1.3987524136001062,2.0
['30544'],3,100,10000,5000,1.4119879547875374,3.0
['30545'],3,100,10000,5000,1.3902530265486457,2.0
['30550'],3,100,10000,5000,2.107424770199755,2.0
['30551'],3,100,10000,5000,1.5549653459277861,2.0
['30552'],3,100,10000,5000,1.5597117853233666,2.0
['30553'],3,100,10000,5000,1.4653962858480258,2.0
['30554'],3,100,10000,5000,1.4645218896491967,3.0
['30555'],3,100,10000,5000,1.4895850526582777,2.0
['31000'],3,100,10000,5000,12.428530404591703,1.0
['31001'],3,100,10000,5000,12.064983589246163,1.0
['31002'],3,100,10000,5000,12.0765175007118,1.0
['31003'],3,100,10000,5000,11.818189804164088,1.0
['31004'],3,100,10000,5000,11.850017846708052,2.0
['31005'],3,100,10000,5000,11.809628248529053,1.0
['31010'],3,100,10000,5000,10.930695571706746,1.0
['31011'],3,100,10000,5000,10.07278657274763,1.0
['31012'],3,100,10000,5000,9.789640205199696,1.0
['31013'],3,100,10000,5000,9.659890620777979,1.0
['31014'],3,100,10000,5000,9.732394857792888,2.0
['31015'],3,100,10000,5000,9.687786038299404,1.0
['31020'],3,100,10000,5000,11.538396244107988,1.0
['31021'],3,100,10000,5000,9.984193039477455,1.0
['31022'],3,100,10000,5000,10.215311888326745,1.0
['31023'],3,100,10000,5000,9.90717075434359,1.0
['31024'],3,100,10000,5000,9.978581812150074,2.0
['31025'],3,100,10000,5000,9.957102947903834,1.0
['31030'],3,100,10000,5000,10.83911277930201,2.0
['31031'],3,100,10000,5000,9.457215203521299,2.0
['31032'],3,100,10000,5000,9.764656861057933,2.0
['31033'],3,100,10000,5000,9.196542792438079,2.0
['31034'],3,100,10000,5000,9.364289366207931,3.0
['31035'],3,100,10000,5000,9.14702926789153,2.0
['31040'],3,100,10000,5000,11.061803929444503,1.0
['31041'],3,100,10000,5000,9.77252636084348,1.0
['31042'],3,100,10000,5000,9.853885243685333,1.0
['31043'],3,100,10000,5000,9.40229023460579,1.0
['31044'],3,100,10000,5000,9.56581565815183,2.0
['31045'],3,100,10000,5000,9.32400032629705,1.0
['31050'],3,100,10000,5000,10.360673331417805,1.0
['31051'],3,100,10000,5000,9.68186004293486,1.0
['31052'],3,100,10000,5000,9.734017737217027,1.0
['31053'],3,100,10000,5000,9.519380699202092,1.0
['31054'],3,100,10000,5000,9.456659714557736,2.0
['31055'],3,100,10000,5000,9.484917629091914,1.0
['31100'],3,100,10000,5000,2.2551946853219857,1.0
['31101'],3,100,10000,5000,2.1217355937949494,1.0
['31102'],3,100,10000,5000,2.139505119574362,1.0
['31103'],3,100,10000,5000,2.088452167371184,1.0
['31104'],3,100,10000,5000,2.111935275904391,2.0
['31105'],3,100,10000,5000,2.0445518835022134,1.0
['31110'],3,100,10000,5000,1.5906230008959357,1.0
['31111'],3,100,10000,5000,1.1865398735013928,1.0
['31112'],3,100,10000,5000,1.1885292284599753,1.0
['31113'],3,100,10000,5000,1.118732946361593,1.0
['31114'],3,100,10000,5000,1.117400036966451,2.0
['31115'],3,100,10000,5000,1.1139493150012514,1.0
['31120'],3,100,10000,5000,1.686691604530052,1.0
['31121'],3,100,10000,5000,1.173409548272899,1.0
['31122'],3,100,10000,5000,1.200051341938991,1.0
['31123'],3,100,10000,5000,1.1004378802707713,1.0
['31124'],3,100,10000,5000,1.1134866221877864,2.0
['31125'],3,100,10000,5000,1.0955763373181453,1.0
['31130'],3,100,10000,5000,1.4101184459032365,2.0
['31131'],3,100,10000,5000,1.0845388521269788,2.0
['31132'],3,100,10000,5000,1.0874329709315735,2.0
['31133'],3,100,10000,5000,1.054333274903826,2.0
['31134'],3,100,10000,5000,1.0560847497497388,3.0
['31135'],3,100,10000,5000,1.0530826025091062,2.0
['31140'],3,100,10000,5000,1.4896471228621122,1.0
['31141'],3,100,10000,5000,1.0917934288774642,1.0
['31142'],3,100,10000,5000,1.0953905737917764,1.0
['31143'],3,100,10000,5000,1.0549597745656147,1.0
['31144'],3,100,10000,5000,1.0614115114109146,2.0
['31145'],3,100,10000,5000,1.0530470371333263,1.0
['31150'],3,100,10000,5000,1.3751007054792233,1.0
['31151'],3,100,10000,5000,1.0949132446029066,1.0
['31152'],3,100,10000,5000,1.090494216429677,1.0
['31153'],3,100,10000,5000,1.0633603201103943,1.0
['31154'],3,100,10000,5000,1.060960796436637,2.0
['31155'],3,100,10000,5000,1.0675235574442772,1.0
['31200'],3,100,10000,5000,2.37331907666912,1.0
['31201'],3,100,10000,5000,2.2282259433240035,1.0
['31202'],3,100,10000,5000,2.2640024856822665,1.0
['31203'],3,100,10000,5000,2.1942616058281237,1.0
['31204'],3,100,10000,5000,2.228954282705164,2.0
['31205'],3,100,10000,5000,2.1597831361991684,1.0
['31210'],3,100,10000,5000,1.607119454516009,1.0
['31211'],3,100,10000,5000,1.1681054775022215,1.0
['31212'],3,100,10000,5000,1.1933463801697242,1.0
['31213'],3,100,10000,5000,1.10277908412393,1.0
['31214'],3,100,10000,5000,1.1123880678868239,2.0
['31215'],3,100,10000,5000,1.1009035147262491,1.0
['31220'],3,100,10000,5000,1.7733800010452159,1.0
['31221'],3,100,10000,5000,1.1978972425523102,1.0
['31222'],3,100,10000,5000,1.257101889225138,1.0
['31223'],3,100,10000,5000,1.1220272245423926,1.0
['31224'],3,100,10000,5000,1.1423161095735745,2.0
['31225'],3,100,10000,5000,1.1145200859035713,1.0
['31230'],3,100,10000,5000,1.4389072859270113,2.0
['31231'],3,100,10000,5000,1.0798489906206963,2.0
['31232'],3,100,10000,5000,1.094900201376373,2.0
['31233'],3,100,10000,5000,1.0547634138576663,2.0
['31234'],3,100,10000,5000,1.057488564127968,3.0
['31235'],3,100,10000,5000,1.0524909787804881,2.0
['31240'],3,100,10000,5000,1.547079983620299,1.0
['31241'],3,100,10000,5000,1.0922881288279962,1.0
['31242'],3,100,10000,5000,1.1177445468986815,1.0
['31243'],3,100,10000,5000,1.061246723958831,1.0
['31244'],3,100,10000,5000,1.067258438640882,2.0
['31245'],3,100,10000,5000,1.0551903654240349,1.0
['31250'],3,100,10000,5000,1.3351552211861126,1.0
['31251'],3,100,10000,5000,1.0817916358462,1.0
['31252'],3,100,10000,5000,1.0878739873158674,1.0
['31253'],3,100,10000,5000,1.0550308430035862,1.0
['31254'],3,100,10000,5000,1.0553759459889052,2.0
['31255'],3,100,10000,5000,1.0588373681555114,1.0
['31300'],3,100,10000,5000,1.7493421609198987,1.0
['31301'],3,100,10000,5000,1.6616808743639562,1.0
['31302'],3,100,10000,5000,1.679756341313347,1.0
['31303'],3,100,10000,5000,1.6413472574249754,1.0
['31304'],3,100,10000,5000,1.6484258696285532,2.0
['31305'],3,100,10000,5000,1.614069772400893,1.0
['31310'],3,100,10000,5000,1.272283407674302,1.0
['31311'],3,100,10000,5000,1.0562550608033057,1.0
['31312'],3,100,10000,5000,1.056866651245775,1.0
['31313'],3,100,10000,5000,1.0313007390260014,1.0
['31314'],3,100,10000,5000,1.0326966957216162,2.0
['31315'],3,100,10000,5000,1.0306147249432598,1.0
['31320'],3,100,10000,5000,1.340766402782201,1.0
['31321'],3,100,10000,5000,1.0523731469507356,1.0
['31322'],3,100,10000,5000,1.0676411510325639,1.0
['31323'],3,100,10000,5000,1.0310040271282679,1.0
['31324'],3,100,10000,5000,1.0334569146640704,2.0
['31325'],3,100,10000,5000,1.0275458006919642,1.0
['31330'],3,100,10000,5000,1.1832376334301238,2.0
['31331'],3,100,10000,5000,1.0247570102298371,2.0
['31332'],3,100,10000,5000,1.0264683553731946,2.0
['31333'],3,100,10000,5000,1.018910416949766,2.0
['31334'],3,100,10000,5000,1.0183977520864538,3.0
['31335'],3,100,10000,5000,1.0174032729268356,2.0
['31340'],3,100,10000,5000,1.2218269945222429,1.0
['31341'],3,100,10000,5000,1.0256115871521518,1.0
['31342'],3,100,10000,5000,1.0280272548592229,1.0
['31343'],3,100,10000,5000,1.0192463842409951,1.0
['31344'],3,100,10000,5000,1.0198136359119785,2.0
['31345'],3,100,10000,5000,1.0175609717296965,1.0
['31350'],3,100,10000,5000,1.1478756840112574,1.0
['31351'],3,100,10000,5000,1.0244565734858218,1.0
['31352'],3,100,10000,5000,1.0238485802046051,1.0
['31353'],3,100,10000,5000,1.017315637040388,1.0
['31354'],3,100,10000,5000,1.016529780306431,2.0
['31355'],3,100,10000,5000,1.018104872864241,1.0
['31400'],3,100,10000,5000,1.8520129633982458,1.0
['31401'],3,100,10000,5000,1.7764667843763942,1.0
['31402'],3,100,10000,5000,1.7956324380040456,1.0
['31403'],3,100,10000,5000,1.7375578825556632,1.0
['31404'],3,100,10000,5000,1.7633572068099903,2.0
['31405'],3,100,10000,5000,1.7126936630249867,1.0
['31410'],3,100,10000,5000,1.3119538547297407,1.0
['31411'],3,100,10000,5000,1.0784291551954475,1.0
['31412'],3,100,10000,5000,1.0815318877971676,1.0
['31413'],3,100,10000,5000,1.0527207314316414,1.0
['31414'],3,100,10000,5000,1.0590060729798503,2.0
['31415'],3,100,10000,5000,1.0519251323276155,1.0
['31420'],3,100,10000,5000,1.4093880820844231,1.0
['31421'],3,100,10000,5000,1.0837857424031654,1.0
['31422'],3,100,10000,5000,1.1029575689452435,1.0
['31423'],3,100,10000,5000,1.0562596709271754,1.0
['31424'],3,100,10000,5000,1.0648254046895558,2.0
['31425'],3,100,10000,5000,1.0538568921636722,1.0
['31430'],3,100,10000,5000,1.2069092325341941,2.0
['31431'],3,100,10000,5000,1.0471532380461752,2.0
['31432'],3,100,10000,5000,1.0485245994661694,2.0
['31433'],3,100,10000,5000,1.0403951726844853,2.0
['31434'],3,100,10000,5000,1.0416272042523047,3.0
['31435'],3,100,10000,5000,1.039073527699176,2.0
['31440'],3,100,10000,5000,1.2832924293039312,1.0
['31441'],3,100,10000,5000,1.0535356714481694,1.0
['31442'],3,100,10000,5000,1.058209465510392,1.0
['31443'],3,100,10000,5000,1.045299194637515,1.0
['31444'],3,100,10000,5000,1.0480732118960445,2.0
['31445'],3,100,10000,5000,1.0424467107127677,1.0
['31450'],3,100,10000,5000,1.1592683812589577,1.0
['31451'],3,100,10000,5000,1.0428258442519711,1.0
['31452'],3,100,10000,5000,1.042493830287283,1.0
['31453'],3,100,10000,5000,1.036776038785783,1.0
['31454'],3,100,10000,5000,1.0376163075554414,2.0
['31455'],3,100,10000,5000,1.0373829108810853,1.0
['31500'],3,100,10000,5000,1.7571009580065193,2.0
['31501'],3,100,10000,5000,1.6690918511859174,2.0
['31502'],3,100,10000,5000,1.6869134339425746,2.0
['31503'],3,100,10000,5000,1.6502362251557676,2.0
['31504'],3,100,10000,5000,1.6726777738482859,3.0
['31505'],3,100,10000,5000,1.6336663665365194,2.0
['31510'],3,100,10000,5000,1.3163255757532566,2.0
['31511'],3,100,10000,5000,1.0652296617326142,2.0
['31512'],3,100,10000,5000,1.0650418060950761,2.0
['31513'],3,100,10000,5000,1.0316011403077303,2.0
['31514'],3,100,10000,5000,1.0330411107045452,3.0
['31515'],3,100,10000,5000,1.035872386660152,2.0
['31520'],3,100,10000,5000,1.3604231456328977,2.0
['31521'],3,100,10000,5000,1.0504090558952308,2.0
['31522'],3,100,10000,5000,1.0671108723213776,2.0
['31523'],3,100,10000,5000,1.0239617886663033,2.0
['31524'],3,100,10000,5000,1.0277941044386103,3.0
['31525'],3,100,10000,5000,1.0245008270114904,2.0
['31530'],3,100,10000,5000,1.2031190759232273,3.0
['31531'],3,100,10000,5000,1.019388344810312,3.0
['31532'],3,100,10000,5000,1.0204228014745431,3.0
['31533'],3,100,10000,5000,1.0100004905847624,3.0
['31534'],3,100,10000,5000,1.0099936270964176,4.0
['31535'],3,100,10000,5000,1.0110481302201104,3.0
['31540'],3,100,10000,5000,1.2316506031191432,2.0
['31541'],3,100,10000,5000,1.0178791558083422,2.0
['31542'],3,100,10000,5000,1.0202448429152209,2.0
['31543'],3,100,10000,5000,1.0086815872035126,2.0
['31544'],3,100,10000,5000,1.0098854062848142,3.0
['31545'],3,100,10000,5000,1.0093249671717788,2.0
['31550'],3,100,10000,5000,1.2088680578790294,2.0
['31551'],3,100,10000,5000,1.031850281241131,2.0
['31552'],3,100,10000,5000,1.0314143804773686,2.0
['31553'],3,100,10000,5000,1.0163802634878876,2.0
['31554'],3,100,10000,5000,1.016475009186248,3.0
['31555'],3,100,10000,5000,1.021553841936246,2.0
['32000'],3,100,10000,5000,12.583389582565387,1.0
['32001'],3,100,10000,5000,12.142590088438125,1.0
['32002'],3,100,10000,5000,12.128412699896066,1.0
['32003'],3,100,10000,5000,12.060088678329302,1.0
['32004'],3,100,10000,5000,12.179427355012537,2.0
['32005'],3,100,10000,5000,12.07994316373939,1.0
['32010'],3,100,10000,5000,11.328233496241648,1.0
['32011'],3,100,10000,5000,9.950861468690112,1.0
['32012'],3,100,10000,5000,10.3926624506428,1.0
['32013'],3,100,10000,5000,9.812983038538697,1.0
['32014'],3,100,10000,5000,9.907056459225926,2.0
['32015'],3,100,10000,5000,9.89752707604049,1.0
['32020'],3,100,10000,5000,11.491183629006521,1.0
['32021'],3,100,10000,5000,10.291947755013629,1.0
['32022'],3,100,10000,5000,10.65489949154614,1.0
['32023'],3,100,10000,5000,9.882810352145425,1.0
['32024'],3,100,10000,5000,10.184643091550347,2.0
['32025'],3,100,10000,5000,9.895861003509832,1.0
['32030'],3,100,10000,5000,11.017225024270516,2.0
['32031'],3,100,10000,5000,9.710258744681223,2.0
['32032'],3,100,10000,5000,9.866913810890205,2.0
['32033'],3,100,10000,5000,9.552565389912647,2.0
['32034'],3,100,10000,5000,9.706512809592441,3.0
['32035'],3,100,10000,5000,9.551209158931297,2.0
['32040'],3,100,10000,5000,11.297323511360394,1.0
['32041'],3,100,10000,5000,9.725474429076266,1.0
['32042'],3,100,10000,5000,9.858743410598539,1.0
['32043'],3,100,10000,5000,9.558005230700799,1.0
['32044'],3,100,10000,5000,9.595442334093843,2.0
['32045'],3,100,10000,5000,9.512532425723533,1.0
['32050'],3,100,10000,5000,10.686312881188718,1.0
['32051'],3,100,10000,5000,9.56980955807211,1.0
['32052'],3,100,10000,5000,9.775422440368,1.0
['32053'],3,100,10000,5000,9.381906551207956,1.0
['32054'],3,100,10000,5000,9.519969114723612,2.0
['32055'],3,100,10000,5000,9.499651925504834,1.0
['32100'],3,100,10000,5000,2.272338203522757,1.0
['32101'],3,100,10000,5000,2.157146537765865,1.0
['32102'],3,100,10000,5000,2.174612055302523,1.0
['32103'],3,100,10000,5000,2.1253437948963727,1.0
['32104'],3,100,10000,5000,2.1278264048621867,2.0
['32105'],3,100,10000,5000,2.0889672472272838,1.0
['32110'],3,100,10000,5000,1.5944425412160312,1.0
['32111'],3,100,10000,5000,1.1719786244173955,1.0
['32112'],3,100,10000,5000,1.181563053086326,1.0
['32113'],3,100,10000,5000,1.1034743557301878,1.0
['32114'],3,100,10000,5000,1.1093551909289825,2.0
['32115'],3,100,10000,5000,1.1035023841371927,1.0
['32120'],3,100,10000,5000,1.7120842583576275,1.0
['32121'],3,100,10000,5000,1.1768439928261543,1.0
['32122'],3,100,10000,5000,1.218331401415141,1.0
['32123'],3,100,10000,5000,1.104620045857638,1.0
['32124'],3,100,10000,5000,1.1214011707404004,2.0
['32125'],3,100,10000,5000,1.099928376050673,1.0
['32130'],3,100,10000,5000,1.4206861934765207,2.0
['32131'],3,100,10000,5000,1.076347124953902,2.0
['32132'],3,100,10000,5000,1.0851378013623947,2.0
['32133'],3,100,10000,5000,1.050011956205184,2.0
['32134'],3,100,10000,5000,1.050148022047087,3.0
['32135'],3,100,10000,5000,1.0484701963787628,2.0
['32140'],3,100,10000,5000,1.513601068070884,1.0
['32141'],3,100,10000,5000,1.0804244304980943,1.0
['32142'],3,100,10000,5000,1.0962942514206073,1.0
['32143'],3,100,10000,5000,1.0518247371601748,1.0
['32144'],3,100,10000,5000,1.0560723344431453,2.0
['32145'],3,100,10000,5000,1.0481328584953795,1.0
['32150'],3,100,10000,5000,1.3587025759667744,1.0
['32151'],3,100,10000,5000,1.0849038856030253,1.0
['32152'],3,100,10000,5000,1.087501625555721,1.0
['32153'],3,100,10000,5000,1.0543658524769588,1.0
['32154'],3,100,10000,5000,1.0557978467155902,2.0
['32155'],3,100,10000,5000,1.0611096411147163,1.0
['32200'],3,100,10000,5000,2.474849749080008,1.0
['32201'],3,100,10000,5000,2.343452516828991,1.0
['32202'],3,100,10000,5000,2.382213074376554,1.0
['32203'],3,100,10000,5000,2.3039676728990415,1.0
['32204'],3,100,10000,5000,2.3143647201927044,2.0
['32205'],3,100,10000,5000,2.2450378671824454,1.0
['32210'],3,100,10000,5000,1.6778175158779949,1.0
['32211'],3,100,10000,5000,1.1892632331271231,1.0
['32212'],3,100,10000,5000,1.2288463114919366,1.0
['32213'],3,100,10000,5000,1.1268722484437776,1.0
['32214'],3,100,10000,5000,1.1400592663098323,2.0
['32215'],3,100,10000,5000,1.1287423801721108,1.0
['32220'],3,100,10000,5000,1.861918257453918,1.0
['32221'],3,100,10000,5000,1.2525649230254436,1.0
['32222'],3,100,10000,5000,1.3345899534352286,1.0
['32223'],3,100,10000,5000,1.1671460876638167,1.0
['32224'],3,100,10000,5000,1.194329331204744,2.0
['32225'],3,100,10000,5000,1.1553525784553242,1.0
['32230'],3,100,10000,5000,1.507798731210087,2.0
['32231'],3,100,10000,5000,1.1017666480215706,2.0
['32232'],3,100,10000,5000,1.1318016871121606,2.0
['32233'],3,100,10000,5000,1.0763924619505896,2.0
['32234'],3,100,10000,5000,1.0803160871679853,3.0
['32235'],3,100,10000,5000,1.0725908650253668,2.0
['32240'],3,100,10000,5000,1.641166531630337,1.0
['32241'],3,100,10000,5000,1.1197638879417278,1.0
['32242'],3,100,10000,5000,1.1608674723296968,1.0
['32243'],3,100,10000,5000,1.0835038764616056,1.0
['32244'],3,100,10000,5000,1.093905130236019,2.0
['32245'],3,100,10000,5000,1.0780123237091974,1.0
['32250'],3,100,10000,5000,1.3842062162320155,1.0
['32251'],3,100,10000,5000,1.1001865993965525,1.0
['32252'],3,100,10000,5000,1.1199529209268073,1.0
['32253'],3,100,10000,5000,1.0766296967228615,1.0
['32254'],3,100,10000,5000,1.0742951068446744,2.0
