diff_n_comp,res,z
5,0.5244508332973891,['00423']
4,0.5715625949527461,['00424']
5,0.4911331156748918,['00425']
4,0.7392033950719408,['00430']
4,0.42675668051555976,['00431']
4,0.46693729031873865,['00432']
4,0.3331653691974202,['00433']
3,0.354200515468965,['00434']
4,0.3267230768047338,['00435']
5,0.7904446454871471,['00440']
5,0.4860314461321769,['00441']
5,0.5394505473617175,['00442']
5,0.36536720064002104,['00443']
4,0.41058955193928487,['00444']
5,0.3454542383469805,['00445']
5,0.6045646424860055,['00450']
5,0.39471119627300993,['00451']
5,0.39781892294968946,['00452']
5,0.3270016988701121,['00453']
4,0.32939598528326813,['00454']
5,0.3436400729613263,['00455']
4,0.03929648360977926,['00500']
4,0.036942263104117766,['00501']
4,0.037930436993945604,['00502']
4,0.03627417899999384,['00503']
3,0.03726802258187606,['00504']
4,0.034605118811152635,['00505']
4,0.02205216676872012,['00510']
4,0.0105156494600175,['00511']
4,0.01247551723862218,['00512']
4,0.007622929447149223,['00513']
3,0.008640448431423468,['00514']
4,0.007206595251643131,['00515']
4,0.03108736549218377,['00520']
4,0.015104250121870624,['00521']
4,0.01819748239888724,['00522']
4,0.010186627306019772,['00523']
3,0.012064372734756558,['00524']
4,0.008937384606244735,['00525']
3,0.019890533627438988,['00530']
3,0.006764545892229518,['00531']
3,0.007995384493388553,['00532']
3,0.0047867821151311215,['00533']
2,0.005303802477728624,['00534']
3,0.004649186542897226,['00535']
4,0.02804347090277743,['00540']
4,0.008931998067872223,['00541']
4,0.01114490123405035,['00542']
4,0.005768164701458959,['00543']
3,0.006790182579717813,['00544']
4,0.005235059480766561,['00545']
4,0.009418958201405482,['00550']
4,0.0054549203282724295,['00551']
4,0.005593882024474567,['00552']
4,0.004420713666475548,['00553']
3,0.004443830578179243,['00554']
4,0.00465158719015949,['00555']
5,0.9349905222208885,['01000']
5,0.9294217598258914,['01001']
5,0.9267823646973172,['01002']
5,0.9291542118847111,['01003']
4,0.9335294236870967,['01004']
5,0.929012909758492,['01005']
5,0.9228846811256183,['01010']
5,0.902175492761778,['01011']
5,0.9030546442591997,['01012']
5,0.8903745663739188,['01013']
4,0.8929435639532051,['01014']
5,0.8859109044538424,['01015']
5,0.9273220167166072,['01020']
5,0.9234011164362095,['01021']
5,0.9163891383053436,['01022']
5,0.9022119619384456,['01023']
4,0.9086050693323457,['01024']
5,0.8977264046389734,['01025']
4,0.9158320224742469,['01030']
4,0.8878880779890739,['01031']
4,0.8908006187046195,['01032']
4,0.8703796644676176,['01033']
3,0.8758171696852489,['01034']
4,0.8602049057931573,['01035']
5,0.9258592161234799,['01040']
5,0.9011431286906197,['01041']
5,0.9095152296818969,['01042']
5,0.8855318265889491,['01043']
4,0.8935843151743924,['01044']
5,0.8739063485806371,['01045']
5,0.8792018626521698,['01050']
5,0.8609706800011813,['01051']
5,0.8661762534793109,['01052']
5,0.8520329323470053,['01053']
4,0.8615783018049223,['01054']
5,0.858704177309027,['01055']
5,0.5928790807608355,['01100']
5,0.5740918423347304,['01101']
5,0.5789558375958279,['01102']
5,0.5649517762970019,['01103']
4,0.5726050663015995,['01104']
5,0.5531513432295018,['01105']
5,0.4418887326286569,['01110']
5,0.24813404649105714,['01111']
5,0.2831260635797876,['01112']
5,0.1873951063324621,['01113']
4,0.20732169715607635,['01114']
5,0.17733903863994388,['01115']
5,0.5227690421386171,['01120']
5,0.318726080119081,['01121']
5,0.36728919107501495,['01122']
5,0.2294366925050912,['01123']
4,0.2649352206759535,['01124']
5,0.2090398775573325,['01125']
4,0.40760934690481626,['01130']
4,0.16300588243968633,['01131']
4,0.19052908364533286,['01132']
4,0.11836048023898249,['01133']
3,0.13034165125947325,['01134']
4,0.11619121042479708,['01135']
5,0.49047996231056185,['01140']
5,0.20390107517118736,['01141']
5,0.24293916531266768,['01142']
5,0.1378338538526854,['01143']
4,0.16001625466114705,['01144']
5,0.12633910539051038,['01145']
5,0.24708710822597146,['01150']
5,0.14132242887075122,['01151']
5,0.1446403780700482,['01152']
5,0.11361433132146355,['01153']
4,0.11452415487426425,['01154']
5,0.12023394157408145,['01155']
5,0.8142483784369561,['01200']
5,0.7978336967627232,['01201']
5,0.7939472580440354,['01202']
5,0.7836360955809525,['01203']
4,0.7922997062731739,['01204']
5,0.7759876827659041,['01205']
5,0.7007296517454265,['01210']
5,0.4653956183392439,['01211']
5,0.5103580993316407,['01212']
5,0.3640628059755455,['01213']
4,0.4018919432330957,['01214']
5,0.3578236049655729,['01215']
5,0.7586773048344446,['01220']
5,0.5431481711369045,['01221']
5,0.5938730609037115,['01222']
5,0.42461978880507506,['01223']
4,0.4705828473224206,['01224']
5,0.3925014881380663,['01225']
4,0.6585490914990455,['01230']
4,0.32705145964843135,['01231']
4,0.365271258719892,['01232']
4,0.24511144462193338,['01233']
3,0.2647406019143212,['01234']
4,0.24112204383714214,['01235']
5,0.7214505535934164,['01240']
5,0.38386387860193394,['01241']
5,0.4409216607031638,['01242']
5,0.27640612185899555,['01243']
4,0.31176463867747034,['01244']
5,0.2581041439609857,['01245']
5,0.49844899338842663,['01250']
5,0.29705698897536226,['01251']
5,0.3017474756664661,['01252']
5,0.2400526900241407,['01253']
4,0.2439662952330013,['01254']
5,0.2538727320360534,['01255']
5,0.5599020862814107,['01300']
5,0.5342792720631399,['01301']
5,0.5430391049723982,['01302']
5,0.5261640976819563,['01303']
4,0.5406684428904442,['01304']
5,0.515355338433139,['01305']
5,0.37342134873770677,['01310']
5,0.15163983924346316,['01311']
5,0.17940119428586448,['01312']
5,0.1012723407079092,['01313']
4,0.11509973048237691,['01314']
5,0.09779046779247007,['01315']
5,0.4649284107259247,['01320']
5,0.20084522571528504,['01321']
5,0.24266820622604518,['01322']
5,0.12528482916668285,['01323']
4,0.15062305384675115,['01324']
5,0.11299271110308969,['01325']
4,0.31915550188274017,['01330']
4,0.08527811072187642,['01331']
4,0.10044017314823198,['01332']
4,0.05693163164053009,['01333']
3,0.06282564675979663,['01334']
4,0.05531008924841458,['01335']
5,0.4096719635230533,['01340']
5,0.10657579195751109,['01341']
5,0.13469049006329495,['01342']
5,0.06664283808457097,['01343']
4,0.07899856215665241,['01344']
5,0.06074053312059742,['01345']
5,0.18539688379489788,['01350']
5,0.07507268536308709,['01351']
5,0.07722688087922136,['01352']
5,0.055905144761778026,['01353']
4,0.05674378801559369,['01354']
5,0.060665448884844264,['01355']
5,0.7792560674970522,['01400']
5,0.7523724932060548,['01401']
5,0.7518504942870737,['01402']
5,0.743662818715953,['01403']
4,0.7549709315918763,['01404']
5,0.7332384675090754,['01405']
5,0.6109535407709225,['01410']
5,0.29086225033429564,['01411']
5,0.3357985188728796,['01412']
5,0.19945345988528243,['01413']
4,0.22656022981331575,['01414']
5,0.19489435974113414,['01415']
5,0.69273188314854,['01420']
5,0.35897660034534445,['01421']
5,0.41961365791695954,['01422']
5,0.2388988586189014,['01423']
4,0.2803923704027692,['01424']
5,0.21909435379004394,['01425']
4,0.5394177864869051,['01430']
4,0.1691972440940695,['01431']
4,0.19724421394647318,['01432']
4,0.11418446064261543,['01433']
3,0.1269570706396958,['01434']
4,0.11276202466244345,['01435']
5,0.6262711239324211,['01440']
5,0.2056601821464268,['01441']
5,0.2555770178494183,['01442']
5,0.13155924280320666,['01443']
4,0.15479329434430747,['01444']
5,0.12096575893981089,['01445']
5,0.3678410591357986,['01450']
5,0.15436488765552794,['01451']
5,0.15633987012018102,['01452']
5,0.11497439785839052,['01453']
4,0.11558896741522783,['01454']
5,0.12450164206302215,['01455']
4,0.02164464242499853,['01500']
4,0.02032211368337784,['01501']
4,0.020796878506639974,['01502']
4,0.01971541970423429,['01503']
3,0.020298237948977223,['01504']
4,0.018644606908919014,['01505']
4,0.011075519974742508,['01510']
4,0.004174107805056025,['01511']
4,0.005057203842636429,['01512']
4,0.002788294230822833,['01513']
3,0.0031740430925564418,['01514']
4,0.0026517114219616216,['01515']
4,0.016002562067780876,['01520']
4,0.005894814538224098,['01521']
4,0.007480287855492781,['01522']
4,0.003627443943410368,['01523']
3,0.004415755789590082,['01524']
4,0.0031859615634110797,['01525']
3,0.009416576760478117,['01530']
3,0.0023442846426483363,['01531']
3,0.0028243085713147236,['01532']
3,0.0015828645467475296,['01533']
2,0.001768291083823061,['01534']
3,0.0015335370203118626,['01535']
4,0.013717937973993366,['01540']
4,0.003072312822635508,['01541']
4,0.00395678579699891,['01542']
4,0.0018709720122367334,['01543']
3,0.0022371022406342035,['01544']
4,0.001710789267215786,['01545']
4,0.004433458800159521,['01550']
4,0.0019955273312180183,['01551']
4,0.002049901269336198,['01552']
4,0.0015204421879400896,['01553']
3,0.0015311297053414014,['01554']
4,0.0016290612762812852,['01555']
5,0.9370052946270291,['02000']
5,0.9358643579774729,['02001']
5,0.943610780301685,['02002']
5,0.9355992493908004,['02003']
4,0.9290973351780454,['02004']
5,0.9355592175781994,['02005']
5,0.9289043975651413,['02010']
5,0.9184717620706436,['02011']
5,0.9143244774040904,['02012']
5,0.9055043772389665,['02013']
4,0.9089929707414168,['02014']
5,0.8996780414667086,['02015']
5,0.9385630748943062,['02020']
5,0.9229135481102346,['02021']
5,0.9285874899763021,['02022']
5,0.9113395645950232,['02023']
4,0.9188213315595604,['02024']
5,0.9118578151194124,['02025']
4,0.9228705480501794,['02030']
4,0.901230255244362,['02031']
4,0.9053261504392671,['02032']
4,0.8918811101159968,['02033']
3,0.9003497772352864,['02034']
4,0.8844387167071276,['02035']
5,0.9386847114409734,['02040']
5,0.9145970120896858,['02041']
5,0.9182625226679626,['02042']
5,0.9025179402620581,['02043']
4,0.9015195472359466,['02044']
5,0.8945058160258416,['02045']
5,0.8998833719725468,['02050']
5,0.8898521601360316,['02051']
5,0.892833694083191,['02052']
5,0.8804678675864248,['02053']
4,0.880209333422596,['02054']
5,0.8792924730718918,['02055']
5,0.667106634123519,['02100']
5,0.6441358814908467,['02101']
5,0.650486121435524,['02102']
5,0.6334012877871293,['02103']
4,0.6445949613648686,['02104']
5,0.6326933974338204,['02105']
5,0.5244504409373445,['02110']
5,0.3316109660047824,['02111']
5,0.37087321397085665,['02112']
5,0.25709344489141833,['02113']
4,0.2843723119202815,['02114']
5,0.24823262624435138,['02115']
5,0.6066440977423913,['02120']
5,0.4120333483756539,['02121']
5,0.4569554373013233,['02122']
5,0.3126195664444074,['02123']
4,0.352530525549382,['02124']
5,0.2880134104413696,['02125']
4,0.49303351324037364,['02130']
4,0.23319358399453013,['02131']
4,0.266078978744067,['02132']
4,0.17513717570164458,['02133']
3,0.19021575041967323,['02134']
4,0.17183084037190569,['02135']
5,0.5729512052751374,['02140']
5,0.2859388185719926,['02141']
5,0.3329024175785847,['02142']
5,0.20146646615669941,['02143']
4,0.2287260730299538,['02144']
5,0.18626302266104325,['02145']
5,0.32267585240616214,['02150']
5,0.20294472745135642,['02151']
5,0.20391583013665127,['02152']
5,0.1658925813062786,['02153']
4,0.16779344287845432,['02154']
5,0.175484535328812,['02155']
5,0.85036196101572,['02200']
5,0.8336564323550439,['02201']
5,0.8393310285814854,['02202']
5,0.8228111998600071,['02203']
4,0.8327607499317168,['02204']
5,0.8147773040108929,['02205']
5,0.7613335079806604,['02210']
5,0.5667192067146376,['02211']
5,0.6042046310907463,['02212']
5,0.46685787155556024,['02213']
4,0.5033699300960361,['02214']
5,0.4585447413144364,['02215']
5,0.8057631277092936,['02220']
5,0.6407454810083989,['02221']
5,0.68302920329716,['02222']
5,0.5254807149123266,['02223']
4,0.5763558839366588,['02224']
5,0.49728314801873147,['02225']
4,0.7296871969427965,['02230']
4,0.42953586330747157,['02231']
4,0.4718320388699618,['02232']
4,0.33867392037390454,['02233']
3,0.36507374450966334,['02234']
4,0.3353032488730225,['02235']
5,0.7779599592570255,['02240']
5,0.4921929343715861,['02241']
5,0.5434396061391392,['02242']
5,0.3746965473713055,['02243']
4,0.41871012199195545,['02244']
5,0.35226726301691935,['02245']
5,0.5854622949000101,['02250']
5,0.3953622611335928,['02251']
5,0.39677072476576386,['02252']
5,0.3329163793052769,['02253']
4,0.3360402781453271,['02254']
5,0.34627007834760065,['02255']
5,0.6400633753124182,['02300']
5,0.6171091477361076,['02301']
5,0.6240350322884246,['02302']
5,0.6079546764409731,['02303']
4,0.6097598867945078,['02304']
5,0.5913104143963563,['02305']
5,0.4634679692257336,['02310']
5,0.22045461965107774,['02311']
5,0.25794794151612316,['02312']
5,0.15428433915150383,['02313']
4,0.17170610463626249,['02314']
5,0.14809140600508958,['02315']
5,0.5551818706437658,['02320']
5,0.28178210523634734,['02321']
5,0.3293043277384345,['02322']
5,0.18742641449262293,['02323']
4,0.22182448135576333,['02324']
5,0.16947212270589693,['02325']
4,0.4108806161887785,['02330']
4,0.13087740951781793,['02331']
4,0.1543764811234533,['02332']
4,0.08983864751709518,['02333']
3,0.09933600631951028,['02334']
4,0.08811427353376587,['02335']
5,0.5022315278292433,['02340']
5,0.16127818456105553,['02341']
5,0.20066994264494373,['02342']
5,0.10460962903532035,['02343']
4,0.12159918733876571,['02344']
5,0.0965841010755186,['02345']
5,0.25379881138000004,['02350']
5,0.116094902741833,['02351']
5,0.12003102210246798,['02352']
5,0.08812912737043273,['02353']
4,0.09018666507561918,['02354']
5,0.09515091367605459,['02355']
5,0.8238366550773719,['02400']
5,0.8017683185768464,['02401']
5,0.8054383902458939,['02402']
5,0.7923710759690684,['02403']
4,0.7941935839029468,['02404']
5,0.7760934399806171,['02405']
5,0.6916887508013955,['02410']
5,0.3946536144794156,['02411']
5,0.4421366865651273,['02412']
5,0.2861672447515978,['02413']
4,0.319199510164159,['02414']
5,0.27899975400289384,['02415']
5,0.7545287087174416,['02420']
5,0.46748528365348474,['02421']
5,0.5294149359782616,['02422']
5,0.33579961412600196,['02423']
4,0.38501928601805513,['02424']
5,0.3092054332098725,['02425']
4,0.6235188234668705,['02430']
4,0.24590219673981747,['02431']
4,0.28544616449055826,['02432']
4,0.17610084886023383,['02433']
3,0.19379591949241634,['02434']
4,0.1734530455119977,['02435']
5,0.7037619046091873,['02440']
5,0.29831769526658375,['02441']
5,0.3538037796051236,['02442']
5,0.2004891975240425,['02443']
4,0.23008348711907461,['02444']
5,0.18717473973843576,['02445']
5,0.4728234547059232,['02450']
5,0.2303188469001276,['02451']
5,0.23270622794656964,['02452']
5,0.17625660748201205,['02453']
4,0.17695256532553316,['02454']
5,0.18828490615087368,['02455']
4,0.030848507687458646,['02500']
4,0.02889551737356102,['02501']
4,0.029770395181120943,['02502']
4,0.028143931269862213,['02503']
3,0.028788648653509528,['02504']
4,0.026715991190872097,['02505']
4,0.016113655968015464,['02510']
4,0.006424124274378064,['02511']
4,0.0077122895871610045,['02512']
4,0.004337654013328745,['02513']
3,0.0050150043425489215,['02514']
4,0.004153153247857461,['02515']
4,0.02314797712211695,['02520']
4,0.009095452669590685,['02521']
4,0.011474035749286446,['02522']
4,0.005731519466239358,['02523']
3,0.006988289393237326,['02524']
4,0.00502150028197756,['02525']
3,0.01388222044520799,['02530']
3,0.003714676958590055,['02531']
3,0.004471027067592638,['02532']
3,0.0025358629124058343,['02533']
2,0.0028175406627900003,['02534']
3,0.0024464044632068224,['02535']
4,0.019981131077099975,['02540']
4,0.004890741652235928,['02541']
4,0.006186986424313234,['02542']
4,0.00300110710831704,['02543']
3,0.003556929905686202,['02544']
4,0.002722549920122191,['02545']
4,0.006594834098239215,['02550']
4,0.00311908197548573,['02551']
4,0.0032063015933575683,['02552']
4,0.0024078977248947666,['02553']
3,0.0024347591108413624,['02554']
4,0.0025702715046815546,['02555']
4,0.9276431302663052,['03000']
4,0.9238372984903853,['03001']
4,0.92537175309736,['03002']
4,0.924917964205137,['03003']
3,0.9311421730483275,['03004']
4,0.9253349025975782,['03005']
4,0.9189148296995243,['03010']
4,0.8990648281859234,['03011']
4,0.9026362525957402,['03012']
4,0.87879116965027,['03013']
3,0.8895513859529767,['03014']
4,0.8788377547187952,['03015']
4,0.9227800516158937,['03020']
4,0.9186529836338163,['03021']
4,0.9161331317502698,['03022']
4,0.8993958846465073,['03023']
3,0.9097867588724475,['03024']
4,0.8939503318814807,['03025']
3,0.9228085880119368,['03030']
3,0.881889452345536,['03031']
3,0.8897240475380115,['03032']
3,0.8645116195330144,['03033']
2,0.8714553755173164,['03034']
3,0.8560852118775336,['03035']
4,0.9217089596092645,['03040']
4,0.8948969598860833,['03041']
4,0.8982973419257909,['03042']
4,0.874836462259486,['03043']
3,0.8797579085313242,['03044']
4,0.8757530827231934,['03045']
4,0.8743659248024424,['03050']
4,0.8574300309581578,['03051']
4,0.8555342669091038,['03052']
4,0.8468057167010821,['03053']
3,0.8509139222796024,['03054']
4,0.8509945155110259,['03055']
4,0.5693006563974797,['03100']
4,0.5448961031870116,['03101']
4,0.5553287595162945,['03102']
4,0.5357225730047296,['03103']
3,0.5466517490278303,['03104']
4,0.5232621157926951,['03105']
4,0.4027442332934958,['03110']
4,0.1965665616732202,['03111']
4,0.22791731795435544,['03112']
4,0.13813468910111218,['03113']
3,0.15614810478817823,['03114']
4,0.13309647507912378,['03115']
4,0.4873165307917372,['03120']
4,0.2562902236919158,['03121']
4,0.3009574392352382,['03122']
4,0.17158890471640253,['03123']
3,0.20074940282063566,['03124']
4,0.1552099668029795,['03125']
3,0.359330682806929,['03130']
3,0.11753461812911768,['03131']
3,0.1391050823932178,['03132']
3,0.08235663578584154,['03133']
2,0.09097732414613656,['03134']
3,0.08054266391027191,['03135']
4,0.44365618595405687,['03140']
4,0.147419735191627,['03141']
4,0.18252746617385318,['03142']
4,0.09675230587979243,['03143']
3,0.11243638733756575,['03144']
4,0.08770054412726361,['03145']
4,0.21306605696457218,['03150']
4,0.10281416395268393,['03151']
4,0.10627434915813537,['03152']
4,0.07924602636879827,['03153']
3,0.08104196964552264,['03154']
4,0.08588940376390045,['03155']
4,0.792458838219417,['03200']
4,0.7722880678480081,['03201']
4,0.7756065608730022,['03202']
4,0.7644785051829177,['03203']
3,0.7676477069981172,['03204']
4,0.751632115754247,['03205']
4,0.6594016911137524,['03210']
4,0.3758131746703055,['03211']
4,0.41662602714934655,['03212']
4,0.2759191374271977,['03213']
3,0.30333795972695027,['03214']
4,0.2669935157136534,['03215']
4,0.7199881393159518,['03220']
4,0.4458044664529414,['03221']
4,0.5109158812540742,['03222']
4,0.32475306184013386,['03223']
3,0.3680301074933031,['03224']
4,0.29787309878473744,['03225']
3,0.6043611449350026,['03230']
3,0.23754387196631552,['03231']
3,0.27386545527152695,['03232']
3,0.16817373475814437,['03233']
2,0.18547943116625357,['03234']
3,0.16598063716441985,['03235']
4,0.6764861448192925,['03240']
4,0.2859340936887366,['03241']
4,0.3401067792127808,['03242']
4,0.1934346936998815,['03243']
3,0.2221881028912541,['03244']
4,0.17815365377040993,['03245']
4,0.4299213684368768,['03250']
4,0.2148207670782881,['03251']
4,0.2208874148576375,['03252']
4,0.16877505701644432,['03253']
3,0.1697677177166456,['03254']
4,0.18019051002832207,['03255']
4,0.5190180230118855,['03300']
4,0.4915713352439117,['03301']
4,0.5042304476646285,['03302']
4,0.4811316433369224,['03303']
3,0.4951788659750978,['03304']
4,0.46911874163081446,['03305']
4,0.3186624109338986,['03310']
4,0.10336457489621426,['03311']
4,0.12463799225373437,['03312']
4,0.06533870664458755,['03313']
3,0.0753093278708487,['03314']
4,0.06360597303669303,['03315']
4,0.4065663533631513,['03320']
4,0.13754460373376068,['03321']
4,0.17605422566151593,['03322']
4,0.08194842019912725,['03323']
3,0.10033225602660557,['03324']
4,0.07312191870936612,['03325']
3,0.25454401107690344,['03330']
3,0.053577989109626196,['03331']
3,0.064065583873721,['03332']
3,0.03513639498918891,['03333']
2,0.03908437722609558,['03334']
3,0.03438679245870707,['03335']
4,0.3353182534490733,['03340']
4,0.06823194988572656,['03341']
4,0.08797053120505725,['03342']
4,0.040816678945464535,['03343']
3,0.04872633283858727,['03344']
4,0.03730385162133249,['03345']
4,0.13999998337532854,['03350']
4,0.04816807639885913,['03351']
4,0.0496216881808797,['03352']
4,0.03500593366490809,['03353']
3,0.03545211519343152,['03354']
4,0.03783568458274969,['03355']
4,0.7389523927236481,['03400']
4,0.712887140177938,['03401']
4,0.7154837870886478,['03402']
4,0.7035586499753336,['03403']
3,0.7102457007036801,['03404']
4,0.6878036159381503,['03405']
4,0.534512404240149,['03410']
4,0.20308372998435464,['03411']
4,0.2367330064715467,['03412']
4,0.1303296822062651,['03413']
3,0.14864802906597543,['03414']
4,0.12679099425538273,['03415']
4,0.6255658395993816,['03420']
4,0.2575057243592878,['03421']
4,0.3130178783493927,['03422']
4,0.15805979125488678,['03423']
3,0.19201342731280843,['03424']
4,0.14245421641810904,['03425']
3,0.4432117407769476,['03430']
3,0.10733813584887535,['03431']
3,0.12777809456046607,['03432']
3,0.07099195359121328,['03433']
2,0.07836483569902354,['03434']
3,0.06940633883678961,['03435']
4,0.5451098458290465,['03440']
4,0.1336460135381903,['03441']
4,0.1681570836740232,['03442']
4,0.082373287731323,['03443']
3,0.09704403569339873,['03444']
4,0.07558129617145866,['03445']
4,0.283431985950525,['03450']
4,0.09766164838917009,['03451']
4,0.10040778832227194,['03452']
4,0.07103120174377475,['03453']
3,0.07159954475187637,['03454']
4,0.07795497218568331,['03455']
3,0.019396990139760668,['03500']
3,0.018078133744994396,['03501']
3,0.018696172083264902,['03502']
3,0.01747252514484036,['03503']
2,0.018174609824817098,['03504']
3,0.016641013703606374,['03505']
3,0.009296458110294751,['03510']
3,0.0029255060142183683,['03511']
3,0.003591158206301605,['03512']
3,0.0018653061182831226,['03513']
2,0.002163104036844178,['03514']
3,0.001798792559046494,['03515']
3,0.013530297099684344,['03520']
3,0.004140886761248869,['03521']
3,0.005344315698590374,['03522']
3,0.0024197339634336656,['03523']
2,0.002966641962550116,['03524']
3,0.0021352021152698684,['03525']
2,0.007497053014950361,['03530']
2,0.0015443843321467472,['03531']
2,0.0018618331500841712,['03532']
2,0.0010152356999729637,['03533']
1,0.0011374356159039628,['03534']
2,0.000994323428434678,['03535']
3,0.011076090125728476,['03540']
3,0.002014425863297245,['03541']
3,0.0026237126022581017,['03542']
3,0.0012070385564066325,['03543']
2,0.0014374596481410802,['03544']
3,0.0010805582604476462,['03545']
3,0.003533580654434955,['03550']
3,0.001343192887089629,['03551']
3,0.0013875361858177913,['03552']
3,0.000995451144656965,['03553']
2,0.00100517717407917,['03554']
3,0.0010788244052686376,['03555']
5,0.9357670227406643,['04000']
5,0.938045627014809,['04001']
5,0.9372045453463612,['04002']
5,0.9356067118388078,['04003']
4,0.9370905515853847,['04004']
5,0.9364064167103617,['04005']
5,0.9250009205778946,['04010']
5,0.9064873419866694,['04011']
5,0.9129029060953467,['04012']
